날짜,시간대별시간,업종명,목적지광역시도명,목적지시군구명,주문건수,시간대별시간(강서구),주문건수(강서구)
2020-02-03,21,카페/디저트,서울특별시,영등포구,2,,
2020-02-03,22,카페/디저트,서울특별시,관악구,7,,
2020-02-03,22,카페/디저트,서울특별시,구로구,3,,
2020-02-03,22,카페/디저트,서울특별시,노원구,2,,
2020-02-03,22,카페/디저트,서울특별시,동작구,2,,
2020-02-03,22,카페/디저트,서울특별시,서대문구,1,,
2020-02-03,22,카페/디저트,서울특별시,양천구,3,,
2020-02-03,23,카페/디저트,서울특별시,구로구,2,,
2020-02-03,23,카페/디저트,서울특별시,금천구,1,,
2020-02-04,0,카페/디저트,서울특별시,구로구,1,,
2020-02-04,10,카페/디저트,서울특별시,구로구,1,,
2020-02-04,10,카페/디저트,서울특별시,금천구,1,,
2020-02-04,10,카페/디저트,서울특별시,동작구,2,,
2020-02-04,10,카페/디저트,서울특별시,서대문구,1,,
2020-02-04,11,카페/디저트,서울특별시,관악구,1,,
2020-02-04,11,카페/디저트,서울특별시,구로구,13,,
2020-02-04,11,카페/디저트,서울특별시,금천구,1,,
2020-02-04,11,카페/디저트,서울특별시,노원구,1,,
2020-02-04,11,카페/디저트,서울특별시,동작구,2,,
2020-02-04,11,카페/디저트,서울특별시,서대문구,1,,
2020-02-04,11,카페/디저트,서울특별시,영등포구,1,,
2020-02-04,12,카페/디저트,서울특별시,관악구,3,,
2020-02-04,12,카페/디저트,서울특별시,구로구,11,,
2020-02-04,12,카페/디저트,서울특별시,금천구,3,,
2020-02-04,12,카페/디저트,서울특별시,노원구,3,,
2020-02-04,12,카페/디저트,서울특별시,도봉구,1,,
2020-02-04,12,카페/디저트,서울특별시,동작구,2,,
2020-02-04,12,카페/디저트,서울특별시,영등포구,2,,
2020-02-04,12,카페/디저트,서울특별시,은평구,1,,
2020-02-04,13,카페/디저트,서울특별시,관악구,2,,
2020-02-04,13,카페/디저트,서울특별시,구로구,6,,
2020-02-04,13,카페/디저트,서울특별시,금천구,4,,
2020-02-04,13,카페/디저트,서울특별시,노원구,1,,
2020-02-04,13,카페/디저트,서울특별시,도봉구,1,,
2020-02-04,13,카페/디저트,서울특별시,동작구,2,,
2020-02-04,13,카페/디저트,서울특별시,양천구,2,,
2020-02-04,14,카페/디저트,서울특별시,강서구,1,,
2020-02-04,14,카페/디저트,서울특별시,관악구,4,,
2020-02-04,14,카페/디저트,서울특별시,구로구,5,,
2020-02-04,14,카페/디저트,서울특별시,금천구,4,,
2020-02-04,14,카페/디저트,서울특별시,동작구,4,,
2020-02-04,14,카페/디저트,서울특별시,서대문구,1,,
2020-02-04,14,카페/디저트,서울특별시,양천구,4,,
2020-02-04,14,카페/디저트,서울특별시,영등포구,1,,
2020-02-04,14,카페/디저트,서울특별시,은평구,1,,
2020-02-04,15,카페/디저트,서울특별시,관악구,2,,
2020-02-04,15,카페/디저트,서울특별시,구로구,10,,
2020-02-04,15,카페/디저트,서울특별시,금천구,1,,
2020-02-04,15,카페/디저트,서울특별시,노원구,1,,
2020-02-04,15,카페/디저트,서울특별시,도봉구,3,,
2020-02-04,15,카페/디저트,서울특별시,마포구,1,,
2020-02-04,15,카페/디저트,서울특별시,서대문구,2,,
2020-02-04,15,카페/디저트,서울특별시,양천구,2,,
2020-02-04,15,카페/디저트,서울특별시,영등포구,2,,
2020-02-04,16,카페/디저트,서울특별시,관악구,2,,
2020-02-04,16,카페/디저트,서울특별시,구로구,5,,
2020-02-04,16,카페/디저트,서울특별시,금천구,1,,
2020-02-04,16,카페/디저트,서울특별시,노원구,4,,
2020-02-04,16,카페/디저트,서울특별시,도봉구,1,,
2020-02-04,16,카페/디저트,서울특별시,동작구,4,,
2020-02-04,16,카페/디저트,서울특별시,서대문구,1,,
2020-02-04,16,카페/디저트,서울특별시,양천구,3,,
2020-02-04,16,카페/디저트,서울특별시,영등포구,1,,
2020-02-04,17,카페/디저트,서울특별시,관악구,3,,
2020-02-04,17,카페/디저트,서울특별시,구로구,3,,
2020-02-04,17,카페/디저트,서울특별시,금천구,1,,
2020-02-04,17,카페/디저트,서울특별시,도봉구,1,,
2020-02-04,17,카페/디저트,서울특별시,동작구,2,,
2020-02-04,17,카페/디저트,서울특별시,서대문구,1,,
2020-02-04,17,카페/디저트,서울특별시,영등포구,1,,
2020-02-04,18,카페/디저트,서울특별시,관악구,6,,
2020-02-04,18,카페/디저트,서울특별시,구로구,6,,
2020-02-04,18,카페/디저트,서울특별시,금천구,1,,
2020-02-04,18,카페/디저트,서울특별시,노원구,3,,
2020-02-04,18,카페/디저트,서울특별시,도봉구,1,,
2020-02-04,18,카페/디저트,서울특별시,동작구,2,,
2020-02-04,18,카페/디저트,서울특별시,양천구,2,,
2020-02-04,18,카페/디저트,서울특별시,영등포구,1,,
2020-02-04,18,카페/디저트,서울특별시,은평구,1,,
2020-02-04,19,카페/디저트,서울특별시,관악구,6,,
2020-02-04,19,카페/디저트,서울특별시,구로구,10,,
2020-02-04,19,카페/디저트,서울특별시,금천구,7,,
2020-02-04,19,카페/디저트,서울특별시,노원구,2,,
2020-02-04,19,카페/디저트,서울특별시,동작구,5,,
2020-02-04,19,카페/디저트,서울특별시,양천구,3,,
2020-02-04,19,카페/디저트,서울특별시,은평구,1,,
2020-02-04,20,카페/디저트,서울특별시,관악구,13,,
2020-02-04,20,카페/디저트,서울특별시,구로구,5,,
2020-02-04,20,카페/디저트,서울특별시,금천구,1,,
2020-02-04,20,카페/디저트,서울특별시,노원구,5,,
2020-02-04,20,카페/디저트,서울특별시,도봉구,2,,
2020-02-04,20,카페/디저트,서울특별시,동작구,11,,
2020-02-04,20,카페/디저트,서울특별시,서대문구,2,,
2020-02-04,20,카페/디저트,서울특별시,양천구,3,,
2020-02-04,21,카페/디저트,서울특별시,관악구,13,,
2020-02-04,21,카페/디저트,서울특별시,구로구,3,,
2020-02-04,21,카페/디저트,서울특별시,노원구,7,,
2020-02-04,21,카페/디저트,서울특별시,도봉구,1,,
2020-02-04,21,카페/디저트,서울특별시,동작구,7,,
2020-02-04,21,카페/디저트,서울특별시,서대문구,2,,
2020-02-04,21,카페/디저트,서울특별시,양천구,4,,
2020-02-04,22,카페/디저트,서울특별시,관악구,3,,
2020-02-04,22,카페/디저트,서울특별시,구로구,1,,
2020-02-04,22,카페/디저트,서울특별시,금천구,1,,
2020-02-04,22,카페/디저트,서울특별시,노원구,5,,
2020-02-04,22,카페/디저트,서울특별시,동작구,2,,
2020-02-04,22,카페/디저트,서울특별시,양천구,4,,
2020-02-04,22,카페/디저트,서울특별시,영등포구,1,,
2020-02-04,23,카페/디저트,서울특별시,구로구,3,,
2020-02-04,23,카페/디저트,서울특별시,영등포구,3,,
2020-02-05,0,카페/디저트,서울특별시,구로구,2,,
2020-02-05,1,카페/디저트,서울특별시,구로구,2,,
2020-02-05,10,카페/디저트,서울특별시,관악구,1,,
2020-02-05,10,카페/디저트,서울특별시,구로구,12,,
2020-02-05,10,카페/디저트,서울특별시,서대문구,4,,
2020-02-05,10,카페/디저트,서울특별시,양천구,1,,
2020-02-05,11,카페/디저트,서울특별시,관악구,2,,
2020-02-05,11,카페/디저트,서울특별시,구로구,11,,
2020-02-05,11,카페/디저트,서울특별시,금천구,2,,
2020-02-05,11,카페/디저트,서울특별시,도봉구,1,,
2020-02-05,11,카페/디저트,서울특별시,동작구,1,,
2020-02-05,11,카페/디저트,서울특별시,마포구,1,,
2020-02-05,11,카페/디저트,서울특별시,서대문구,1,,
2020-02-05,11,카페/디저트,서울특별시,양천구,3,,
2020-02-05,12,카페/디저트,서울특별시,관악구,2,,
2020-02-05,12,카페/디저트,서울특별시,구로구,10,,
2020-02-05,12,카페/디저트,서울특별시,금천구,4,,
2020-02-05,12,카페/디저트,서울특별시,노원구,2,,
2020-02-05,12,카페/디저트,서울특별시,도봉구,1,,
2020-02-05,12,카페/디저트,서울특별시,서대문구,2,,
2020-02-05,12,카페/디저트,서울특별시,양천구,2,,
2020-02-05,12,카페/디저트,서울특별시,은평구,1,,
2020-02-05,13,카페/디저트,서울특별시,관악구,1,,
2020-02-05,13,카페/디저트,서울특별시,구로구,4,,
2020-02-05,13,카페/디저트,서울특별시,금천구,2,,
2020-02-05,13,카페/디저트,서울특별시,노원구,1,,
2020-02-05,13,카페/디저트,서울특별시,도봉구,2,,
2020-02-05,13,카페/디저트,서울특별시,동작구,3,,
2020-02-05,13,카페/디저트,서울특별시,서대문구,1,,
2020-02-05,13,카페/디저트,서울특별시,양천구,2,,
2020-02-05,14,카페/디저트,서울특별시,관악구,5,,
2020-02-05,14,카페/디저트,서울특별시,구로구,13,,
2020-02-05,14,카페/디저트,서울특별시,금천구,2,,
2020-02-05,14,카페/디저트,서울특별시,노원구,1,,
2020-02-05,14,카페/디저트,서울특별시,도봉구,1,,
2020-02-05,14,카페/디저트,서울특별시,동작구,4,,
2020-02-05,14,카페/디저트,서울특별시,양천구,5,,
2020-02-05,14,카페/디저트,서울특별시,영등포구,1,,
2020-02-05,15,카페/디저트,서울특별시,관악구,8,,
2020-02-05,15,카페/디저트,서울특별시,구로구,9,,
2020-02-05,15,카페/디저트,서울특별시,금천구,4,,
2020-02-05,15,카페/디저트,서울특별시,노원구,1,,
2020-02-05,15,카페/디저트,서울특별시,동작구,3,,
2020-02-05,15,카페/디저트,서울특별시,양천구,4,,
2020-02-05,15,카페/디저트,서울특별시,영등포구,2,,
2020-02-05,15,카페/디저트,서울특별시,은평구,1,,
2020-02-05,16,카페/디저트,서울특별시,관악구,2,,
2020-02-05,16,카페/디저트,서울특별시,구로구,10,,
2020-02-05,16,카페/디저트,서울특별시,금천구,2,,
2020-02-05,16,카페/디저트,서울특별시,노원구,2,,
2020-02-05,16,카페/디저트,서울특별시,도봉구,1,,
2020-02-05,16,카페/디저트,서울특별시,동작구,6,,
2020-02-05,16,카페/디저트,서울특별시,마포구,1,,
2020-02-05,16,카페/디저트,서울특별시,서대문구,1,,
2020-02-05,16,카페/디저트,서울특별시,양천구,3,,
2020-02-05,16,카페/디저트,서울특별시,영등포구,3,,
2020-02-05,17,카페/디저트,서울특별시,관악구,6,,
2020-02-05,17,카페/디저트,서울특별시,구로구,10,,
2020-02-05,17,카페/디저트,서울특별시,금천구,1,,
2020-02-05,17,카페/디저트,서울특별시,노원구,1,,
2020-02-05,17,카페/디저트,서울특별시,동작구,3,,
2020-02-05,17,카페/디저트,서울특별시,양천구,4,,
2020-02-05,17,카페/디저트,서울특별시,영등포구,2,,
2020-02-05,18,카페/디저트,서울특별시,강서구,1,,
2020-02-05,18,카페/디저트,서울특별시,관악구,10,,
2020-02-05,18,카페/디저트,서울특별시,구로구,11,,
2020-02-05,18,카페/디저트,서울특별시,금천구,1,,
2020-02-05,18,카페/디저트,서울특별시,노원구,4,,
2020-02-05,18,카페/디저트,서울특별시,동작구,3,,
2020-02-05,18,카페/디저트,서울특별시,서대문구,3,,
2020-02-05,18,카페/디저트,서울특별시,양천구,4,,
2020-02-05,18,카페/디저트,서울특별시,영등포구,2,,
2020-02-05,18,카페/디저트,서울특별시,은평구,1,,
2020-02-05,19,카페/디저트,서울특별시,관악구,9,,
2020-02-05,19,카페/디저트,서울특별시,구로구,12,,
2020-02-05,19,카페/디저트,서울특별시,금천구,5,,
2020-02-05,19,카페/디저트,서울특별시,노원구,3,,
2020-02-05,19,카페/디저트,서울특별시,도봉구,1,,
2020-02-05,19,카페/디저트,서울특별시,동작구,7,,
2020-02-05,19,카페/디저트,서울특별시,서대문구,1,,
2020-02-05,19,카페/디저트,서울특별시,양천구,4,,
2020-02-05,19,카페/디저트,서울특별시,영등포구,1,,
2020-02-05,20,카페/디저트,서울특별시,관악구,9,,
2020-02-05,20,카페/디저트,서울특별시,구로구,10,,
2020-02-05,20,카페/디저트,서울특별시,금천구,2,,
2020-02-05,20,카페/디저트,서울특별시,노원구,3,,
2020-02-05,20,카페/디저트,서울특별시,도봉구,2,,
2020-02-05,20,카페/디저트,서울특별시,동작구,7,,
2020-02-05,20,카페/디저트,서울특별시,마포구,1,,
2020-02-05,20,카페/디저트,서울특별시,서대문구,1,,
2020-02-05,20,카페/디저트,서울특별시,양천구,7,,
2020-02-05,20,카페/디저트,서울특별시,영등포구,3,,
2020-02-05,21,카페/디저트,서울특별시,관악구,15,,
2020-02-05,21,카페/디저트,서울특별시,구로구,5,,
2020-02-05,21,카페/디저트,서울특별시,금천구,2,,
2020-02-05,21,카페/디저트,서울특별시,노원구,2,,
2020-02-05,21,카페/디저트,서울특별시,동작구,12,,
2020-02-05,21,카페/디저트,서울특별시,양천구,2,,
2020-02-05,22,카페/디저트,서울특별시,강서구,2,,
2020-02-05,22,카페/디저트,서울특별시,관악구,6,,
2020-02-05,22,카페/디저트,서울특별시,구로구,3,,
2020-02-05,22,카페/디저트,서울특별시,노원구,3,,
2020-02-05,22,카페/디저트,서울특별시,동작구,4,,
2020-02-05,22,카페/디저트,서울특별시,양천구,5,,
2020-02-06,1,카페/디저트,서울특별시,구로구,1,,
2020-02-06,10,카페/디저트,서울특별시,관악구,3,,
2020-02-06,10,카페/디저트,서울특별시,구로구,2,,
2020-02-06,10,카페/디저트,서울특별시,금천구,1,,
2020-02-06,10,카페/디저트,서울특별시,서대문구,1,,
2020-02-06,10,카페/디저트,서울특별시,영등포구,1,,
2020-02-06,11,카페/디저트,서울특별시,관악구,5,,
2020-02-06,11,카페/디저트,서울특별시,구로구,7,,
2020-02-06,11,카페/디저트,서울특별시,금천구,2,,
2020-02-06,11,카페/디저트,서울특별시,도봉구,2,,
2020-02-06,11,카페/디저트,서울특별시,동작구,1,,
2020-02-06,11,카페/디저트,서울특별시,영등포구,1,,
2020-02-06,12,카페/디저트,서울특별시,강서구,1,,
2020-02-06,12,카페/디저트,서울특별시,관악구,3,,
2020-02-06,12,카페/디저트,서울특별시,구로구,16,,
2020-02-06,12,카페/디저트,서울특별시,금천구,7,,
2020-02-06,12,카페/디저트,서울특별시,노원구,2,,
2020-02-06,12,카페/디저트,서울특별시,도봉구,2,,
2020-02-06,12,카페/디저트,서울특별시,동작구,2,,
2020-02-06,12,카페/디저트,서울특별시,양천구,3,,
2020-02-06,13,카페/디저트,서울특별시,관악구,3,,
2020-02-06,13,카페/디저트,서울특별시,구로구,11,,
2020-02-06,13,카페/디저트,서울특별시,금천구,5,,
2020-02-06,13,카페/디저트,서울특별시,노원구,3,,
2020-02-06,13,카페/디저트,서울특별시,동작구,1,,
2020-02-06,13,카페/디저트,서울특별시,양천구,3,,
2020-02-06,13,카페/디저트,서울특별시,은평구,1,,
2020-02-06,14,카페/디저트,서울특별시,관악구,7,,
2020-02-06,14,카페/디저트,서울특별시,구로구,11,,
2020-02-06,14,카페/디저트,서울특별시,금천구,1,,
2020-02-06,14,카페/디저트,서울특별시,도봉구,3,,
2020-02-06,14,카페/디저트,서울특별시,동작구,3,,
2020-02-06,14,카페/디저트,서울특별시,서대문구,2,,
2020-02-06,14,카페/디저트,서울특별시,양천구,3,,
2020-02-06,15,카페/디저트,서울특별시,관악구,8,,
2020-02-06,15,카페/디저트,서울특별시,구로구,7,,
2020-02-06,15,카페/디저트,서울특별시,노원구,2,,
2020-02-06,15,카페/디저트,서울특별시,도봉구,1,,
2020-02-06,15,카페/디저트,서울특별시,동작구,2,,
2020-02-06,15,카페/디저트,서울특별시,서대문구,2,,
2020-02-06,15,카페/디저트,서울특별시,양천구,4,,
2020-02-06,15,카페/디저트,서울특별시,은평구,1,,
2020-02-06,16,카페/디저트,서울특별시,관악구,9,,
2020-02-06,16,카페/디저트,서울특별시,구로구,6,,
2020-02-06,16,카페/디저트,서울특별시,금천구,1,,
2020-02-06,16,카페/디저트,서울특별시,노원구,2,,
2020-02-06,16,카페/디저트,서울특별시,도봉구,2,,
2020-02-06,16,카페/디저트,서울특별시,동작구,1,,
2020-02-06,16,카페/디저트,서울특별시,양천구,2,,
2020-02-06,17,카페/디저트,서울특별시,관악구,7,,
2020-02-06,17,카페/디저트,서울특별시,구로구,9,,
2020-02-06,17,카페/디저트,서울특별시,금천구,3,,
2020-02-06,17,카페/디저트,서울특별시,동작구,7,,
2020-02-06,17,카페/디저트,서울특별시,서대문구,3,,
2020-02-06,17,카페/디저트,서울특별시,양천구,1,,
2020-02-06,17,카페/디저트,서울특별시,영등포구,1,,
2020-02-06,18,카페/디저트,서울특별시,관악구,4,,
2020-02-06,18,카페/디저트,서울특별시,구로구,3,,
2020-02-06,18,카페/디저트,서울특별시,금천구,2,,
2020-02-06,18,카페/디저트,서울특별시,노원구,4,,
2020-02-06,18,카페/디저트,서울특별시,도봉구,2,,
2020-02-06,18,카페/디저트,서울특별시,동작구,5,,
2020-02-06,18,카페/디저트,서울특별시,서대문구,1,,
2020-02-06,18,카페/디저트,서울특별시,양천구,4,,
2020-02-06,18,카페/디저트,서울특별시,영등포구,1,,
2020-02-06,19,카페/디저트,서울특별시,관악구,6,,
2020-02-06,19,카페/디저트,서울특별시,구로구,7,,
2020-02-06,19,카페/디저트,서울특별시,금천구,2,,
2020-02-06,19,카페/디저트,서울특별시,노원구,2,,
2020-02-06,19,카페/디저트,서울특별시,도봉구,1,,
2020-02-06,19,카페/디저트,서울특별시,동작구,6,,
2020-02-06,19,카페/디저트,서울특별시,서대문구,1,,
2020-02-06,19,카페/디저트,서울특별시,양천구,7,,
2020-02-06,19,카페/디저트,서울특별시,영등포구,3,,
2020-02-06,20,카페/디저트,서울특별시,관악구,11,,
2020-02-06,20,카페/디저트,서울특별시,구로구,11,,
2020-02-06,20,카페/디저트,서울특별시,금천구,3,,
2020-02-06,20,카페/디저트,서울특별시,노원구,5,,
2020-02-06,20,카페/디저트,서울특별시,도봉구,2,,
2020-02-06,20,카페/디저트,서울특별시,동작구,6,,
2020-02-06,20,카페/디저트,서울특별시,양천구,3,,
2020-02-06,21,카페/디저트,서울특별시,관악구,13,,
2020-02-06,21,카페/디저트,서울특별시,구로구,7,,
2020-02-06,21,카페/디저트,서울특별시,금천구,1,,
2020-02-06,21,카페/디저트,서울특별시,노원구,8,,
2020-02-06,21,카페/디저트,서울특별시,도봉구,2,,
2020-02-06,21,카페/디저트,서울특별시,동작구,9,,
2020-02-06,21,카페/디저트,서울특별시,서대문구,1,,
2020-02-06,21,카페/디저트,서울특별시,양천구,3,,
2020-02-06,21,카페/디저트,서울특별시,영등포구,1,,
2020-02-06,22,카페/디저트,서울특별시,관악구,5,,
2020-02-06,22,카페/디저트,서울특별시,구로구,2,,
2020-02-06,22,카페/디저트,서울특별시,금천구,2,,
2020-02-06,22,카페/디저트,서울특별시,노원구,3,,
2020-02-06,22,카페/디저트,서울특별시,동작구,1,,
2020-02-06,22,카페/디저트,서울특별시,양천구,2,,
2020-02-06,23,카페/디저트,서울특별시,관악구,1,,
2020-02-06,23,카페/디저트,서울특별시,구로구,2,,
2020-02-07,10,카페/디저트,서울특별시,관악구,2,,
2020-02-07,10,카페/디저트,서울특별시,구로구,6,,
2020-02-07,10,카페/디저트,서울특별시,노원구,1,,
2020-02-07,10,카페/디저트,서울특별시,동작구,6,,
2020-02-07,10,카페/디저트,서울특별시,영등포구,1,,
2020-02-07,11,카페/디저트,서울특별시,관악구,4,,
2020-02-07,11,카페/디저트,서울특별시,구로구,9,,
2020-02-07,11,카페/디저트,서울특별시,금천구,2,,
2020-02-07,11,카페/디저트,서울특별시,노원구,2,,
2020-02-07,11,카페/디저트,서울특별시,동작구,2,,
2020-02-07,11,카페/디저트,서울특별시,마포구,1,,
2020-02-07,11,카페/디저트,서울특별시,양천구,2,,
2020-02-07,11,카페/디저트,서울특별시,영등포구,2,,
2020-02-07,12,카페/디저트,서울특별시,관악구,2,,
2020-02-07,12,카페/디저트,서울특별시,구로구,7,,
2020-02-07,12,카페/디저트,서울특별시,금천구,5,,
2020-02-07,12,카페/디저트,서울특별시,노원구,2,,
2020-02-07,12,카페/디저트,서울특별시,동작구,1,,
2020-02-07,12,카페/디저트,서울특별시,서대문구,2,,
2020-02-07,12,카페/디저트,서울특별시,양천구,3,,
2020-02-07,12,카페/디저트,서울특별시,영등포구,1,,
2020-02-07,12,카페/디저트,서울특별시,은평구,1,,
2020-02-07,13,카페/디저트,서울특별시,관악구,3,,
2020-02-07,13,카페/디저트,서울특별시,구로구,16,,
2020-02-07,13,카페/디저트,서울특별시,금천구,7,,
2020-02-07,13,카페/디저트,서울특별시,노원구,3,,
2020-02-07,13,카페/디저트,서울특별시,동작구,3,,
2020-02-07,13,카페/디저트,서울특별시,마포구,1,,
2020-02-07,13,카페/디저트,서울특별시,양천구,3,,
2020-02-07,13,카페/디저트,서울특별시,영등포구,3,,
2020-02-07,14,카페/디저트,서울특별시,관악구,4,,
2020-02-07,14,카페/디저트,서울특별시,구로구,3,,
2020-02-07,14,카페/디저트,서울특별시,금천구,2,,
2020-02-07,14,카페/디저트,서울특별시,노원구,2,,
2020-02-07,14,카페/디저트,서울특별시,동작구,5,,
2020-02-07,14,카페/디저트,서울특별시,서대문구,1,,
2020-02-07,14,카페/디저트,서울특별시,양천구,7,,
2020-02-07,14,카페/디저트,서울특별시,영등포구,1,,
2020-02-07,15,카페/디저트,서울특별시,관악구,6,,
2020-02-07,15,카페/디저트,서울특별시,구로구,12,,
2020-02-07,15,카페/디저트,서울특별시,금천구,3,,
2020-02-07,15,카페/디저트,서울특별시,노원구,2,,
2020-02-07,15,카페/디저트,서울특별시,동작구,3,,
2020-02-07,15,카페/디저트,서울특별시,서대문구,1,,
2020-02-07,15,카페/디저트,서울특별시,양천구,2,,
2020-02-07,15,카페/디저트,서울특별시,영등포구,2,,
2020-02-07,16,카페/디저트,서울특별시,관악구,4,,
2020-02-07,16,카페/디저트,서울특별시,구로구,6,,
2020-02-07,16,카페/디저트,서울특별시,금천구,1,,
2020-02-07,16,카페/디저트,서울특별시,노원구,4,,
2020-02-07,16,카페/디저트,서울특별시,도봉구,3,,
2020-02-07,16,카페/디저트,서울특별시,동작구,3,,
2020-02-07,16,카페/디저트,서울특별시,서대문구,2,,
2020-02-07,16,카페/디저트,서울특별시,양천구,4,,
2020-02-07,16,카페/디저트,서울특별시,영등포구,2,,
2020-02-07,17,카페/디저트,서울특별시,강서구,1,,
2020-02-07,17,카페/디저트,서울특별시,관악구,7,,
2020-02-07,17,카페/디저트,서울특별시,구로구,8,,
2020-02-07,17,카페/디저트,서울특별시,금천구,3,,
2020-02-07,17,카페/디저트,서울특별시,노원구,7,,
2020-02-07,17,카페/디저트,서울특별시,도봉구,1,,
2020-02-07,17,카페/디저트,서울특별시,동작구,6,,
2020-02-07,17,카페/디저트,서울특별시,서대문구,2,,
2020-02-07,17,카페/디저트,서울특별시,양천구,1,,
2020-02-07,17,카페/디저트,서울특별시,영등포구,1,,
2020-02-07,18,카페/디저트,서울특별시,관악구,6,,
2020-02-07,18,카페/디저트,서울특별시,구로구,8,,
2020-02-07,18,카페/디저트,서울특별시,금천구,5,,
2020-02-07,18,카페/디저트,서울특별시,노원구,1,,
2020-02-07,18,카페/디저트,서울특별시,도봉구,1,,
2020-02-07,18,카페/디저트,서울특별시,동작구,6,,
2020-02-07,18,카페/디저트,서울특별시,서대문구,1,,
2020-02-07,18,카페/디저트,서울특별시,양천구,2,,
2020-02-07,18,카페/디저트,서울특별시,영등포구,1,,
2020-02-07,19,카페/디저트,서울특별시,관악구,13,,
2020-02-07,19,카페/디저트,서울특별시,구로구,12,,
2020-02-07,19,카페/디저트,서울특별시,금천구,5,,
2020-02-07,19,카페/디저트,서울특별시,노원구,7,,
2020-02-07,19,카페/디저트,서울특별시,동작구,10,,
2020-02-07,19,카페/디저트,서울특별시,양천구,4,,
2020-02-07,20,카페/디저트,서울특별시,관악구,19,,
2020-02-07,20,카페/디저트,서울특별시,구로구,13,,
2020-02-07,20,카페/디저트,서울특별시,금천구,3,,
2020-02-07,20,카페/디저트,서울특별시,노원구,8,,
2020-02-07,20,카페/디저트,서울특별시,도봉구,2,,
2020-02-07,20,카페/디저트,서울특별시,동작구,11,,
2020-02-07,20,카페/디저트,서울특별시,서대문구,1,,
2020-02-07,20,카페/디저트,서울특별시,양천구,6,,
2020-02-07,20,카페/디저트,서울특별시,영등포구,1,,
2020-02-07,21,카페/디저트,서울특별시,관악구,27,,
2020-02-07,21,카페/디저트,서울특별시,구로구,8,,
2020-02-07,21,카페/디저트,서울특별시,노원구,5,,
2020-02-07,21,카페/디저트,서울특별시,도봉구,1,,
2020-02-07,21,카페/디저트,서울특별시,동작구,13,,
2020-02-07,21,카페/디저트,서울특별시,양천구,8,,
2020-02-07,22,카페/디저트,서울특별시,강서구,1,,
2020-02-07,22,카페/디저트,서울특별시,관악구,9,,
2020-02-07,22,카페/디저트,서울특별시,구로구,1,,
2020-02-07,22,카페/디저트,서울특별시,노원구,5,,
2020-02-07,22,카페/디저트,서울특별시,동작구,7,,
2020-02-07,22,카페/디저트,서울특별시,양천구,2,,
2020-02-07,22,카페/디저트,서울특별시,영등포구,1,,
2020-02-07,23,카페/디저트,서울특별시,금천구,1,,
2020-02-07,23,카페/디저트,서울특별시,동작구,1,,
2020-02-08,0,카페/디저트,서울특별시,구로구,1,,
2020-02-08,1,카페/디저트,서울특별시,구로구,1,,
2020-02-08,1,카페/디저트,서울특별시,금천구,1,,
2020-02-08,10,카페/디저트,서울특별시,관악구,4,,
2020-02-08,10,카페/디저트,서울특별시,구로구,10,,
2020-02-08,10,카페/디저트,서울특별시,금천구,1,,
2020-02-08,10,카페/디저트,서울특별시,노원구,1,,
2020-02-08,10,카페/디저트,서울특별시,도봉구,1,,
2020-02-08,10,카페/디저트,서울특별시,동작구,1,,
2020-02-08,10,카페/디저트,서울특별시,서대문구,1,,
2020-02-08,10,카페/디저트,서울특별시,양천구,1,,
2020-02-08,11,카페/디저트,서울특별시,관악구,6,,
2020-02-08,11,카페/디저트,서울특별시,구로구,20,,
2020-02-08,11,카페/디저트,서울특별시,금천구,2,,
2020-02-08,11,카페/디저트,서울특별시,노원구,1,,
2020-02-08,11,카페/디저트,서울특별시,도봉구,1,,
2020-02-08,11,카페/디저트,서울특별시,동작구,4,,
2020-02-08,11,카페/디저트,서울특별시,서대문구,2,,
2020-02-08,11,카페/디저트,서울특별시,양천구,3,,
2020-02-08,11,카페/디저트,서울특별시,영등포구,1,,
2020-02-08,12,카페/디저트,서울특별시,관악구,3,,
2020-02-08,12,카페/디저트,서울특별시,구로구,20,,
2020-02-08,12,카페/디저트,서울특별시,금천구,3,,
2020-02-08,12,카페/디저트,서울특별시,노원구,3,,
2020-02-08,12,카페/디저트,서울특별시,도봉구,1,,
2020-02-08,12,카페/디저트,서울특별시,동작구,3,,
2020-02-08,12,카페/디저트,서울특별시,양천구,4,,
2020-02-08,12,카페/디저트,서울특별시,영등포구,2,,
2020-02-08,12,카페/디저트,서울특별시,은평구,1,,
2020-02-08,13,카페/디저트,서울특별시,관악구,13,,
2020-02-08,13,카페/디저트,서울특별시,구로구,15,,
2020-02-08,13,카페/디저트,서울특별시,금천구,3,,
2020-02-08,13,카페/디저트,서울특별시,노원구,2,,
2020-02-08,13,카페/디저트,서울특별시,도봉구,2,,
2020-02-08,13,카페/디저트,서울특별시,동작구,12,,
2020-02-08,13,카페/디저트,서울특별시,양천구,4,,
2020-02-08,13,카페/디저트,서울특별시,영등포구,1,,
2020-02-08,14,카페/디저트,서울특별시,관악구,8,,
2020-02-08,14,카페/디저트,서울특별시,구로구,17,,
2020-02-08,14,카페/디저트,서울특별시,금천구,3,,
2020-02-08,14,카페/디저트,서울특별시,노원구,3,,
2020-02-08,14,카페/디저트,서울특별시,도봉구,1,,
2020-02-08,14,카페/디저트,서울특별시,동작구,2,,
2020-02-08,14,카페/디저트,서울특별시,서대문구,2,,
2020-02-08,14,카페/디저트,서울특별시,양천구,4,,
