id,gender,age,breakfast,lunch,dinner,expend,frequency
1D10810101,2,67,0,0,0,0,3
1D10810102,1,66,0,0,0,0,3
1D10810201,2,70,0,0,0,3,3
1D10810801,2,48,0,0,0,0,3
1D11210101,2,71,0,0,0,3,3
1D11210102,2,39,0,0,0,3,3
1D11210201,1,47,0,0,0,3,3
1D11210202,2,45,0,0,0,3,3
1D11710201,2,39,0,0,0,3,6
1D11710202,1,43,0,0,0,0,6
1D11810101,2,56,0,0,0,,6
1D11810102,2,28,0,0,0,4,6
1D11910101,2,54,0,0,0,,
1D11910102,1,54,0,0,0,,
1D11910103,1,25,0,0,0,,
1D11910104,2,19,0,0,0,,
1D11910201,2,44,0,0,0,3,3
1D11910202,1,45,0,0,0,3,3
1D11910301,1,53,0,0,0,3,3
1D11910302,2,48,0,0,0,,3
1D12110101,2,64,0,0,0,,
1D12110102,1,67,0,0,0,,
1D12110201,2,53,0,0,0,,3
1D12110202,1,59,0,0,0,,3
1D12110203,2,30,0,0,0,,3
1D12110204,1,25,0,0,0,,3
1D12110301,1,44,0,0,0,,2
1D12110302,2,63,0,0,0,,2
1D12110303,1,42,0,0,0,,2
1D12410401,2,62,0,0,0,3,3
1D12410402,1,60,0,0,0,3,3
1D12410701,2,50,0,0,0,3,3
1D12410702,1,52,0,0,0,3,3
1D12410703,1,31,0,0,0,3,3
1D12410704,2,25,0,0,0,3,3
1D12710101,2,57,0,0,0,3,4
1D12710501,2,32,0,1,0,3,3
1D12710502,1,38,0,0,0,3,3
1E17210501,2,49,0,0,0,0,3
1E17210502,1,52,0,0,0,0,3
1E17410101,2,73,0,0,0,0,
1E17410102,1,19,0,0,0,3,
1E17410301,2,54,0,0,0,3,
1E17510101,1,40,0,0,0,4,4
1E17510102,2,34,0,0,1,5,4
1E17510201,2,34,0,1,0,4,4
1E17510202,1,40,0,0,0,4,4
1E17510601,2,51,2,0,0,2,4
1E17510602,1,55,0,0,0,4,4
1E17510701,2,52,0,0,1,3,4
1E17510702,1,54,0,0,0,3,4
1E17510801,2,50,0,0,0,4,4
1E17610101,2,71,0,0,0,3,
1E17610301,2,66,0,0,0,0,3
1E17610302,1,69,0,0,0,0,3
1E17610501,2,63,0,0,0,0,6
1E17610502,1,67,0,0,0,0,6
1E17610801,2,66,0,0,0,3,
1E17610802,1,68,0,0,0,3,
1E17610901,2,67,0,0,0,3,
1E17710101,2,52,0,0,0,4,2
1E17710102,1,54,0,0,0,4,2
1E17710103,1,30,0,2,0,4,2
1E17810101,2,43,0,0,0,5,3
1E17810201,2,35,0,0,0,4,4
1E17810202,1,37,0,0,0,3,4
1E17810301,2,44,0,0,0,4,4
1E17810302,1,47,0,0,0,3,4
1E17910101,2,28,0,0,0,3,4
1E17910201,1,30,0,0,0,3,4
1E18010101,2,52,0,0,0,3,3
1E18010601,2,35,0,0,0,3,3
1E18010701,2,64,0,0,0,,
1E18010801,2,62,0,0,0,3,3
1E18010802,1,64,0,0,0,3,3
1E18110101,2,49,0,0,0,3,3
1E18110102,1,53,0,0,0,3,3
1E18110301,2,52,0,0,0,3,3
1E18110302,1,56,0,0,0,0,3
1E18110303,2,23,0,0,0,3,3
1E18110601,2,56,0,0,0,3,3
1E18110602,1,57,0,0,0,3,3
1E18110901,2,34,0,0,0,3,3
1E18110902,1,43,0,0,0,0,3
1E18111001,2,44,0,0,0,3,3
1E18111002,1,49,0,0,0,0,3
1E18111003,2,20,0,0,0,3,3
1E18210101,2,64,0,0,0,,3
1E18210102,1,64,0,0,0,3,3
1E18210103,2,19,0,0,0,,3
1E18210401,2,74,0,0,0,,
1E18310101,2,57,0,0,0,3,3
1E18310102,1,59,0,0,0,3,3
1E18310201,2,34,0,0,0,3,3
1E18310202,1,36,0,0,0,2,3
1E18310301,2,33,0,0,0,3,3
1E18310302,1,36,0,0,0,3,3
1E18310401,2,53,0,0,0,3,2
1E18310402,1,53,0,0,0,2,2
1E18310403,2,25,0,0,0,3,2
1E18310404,2,22,0,0,0,2,2
1E18310501,2,39,0,0,0,3,3
1E18310502,1,43,0,0,0,3,3
1E18310601,2,43,0,0,0,3,2
1E18310602,1,52,0,0,0,3,2
1E18310603,2,21,0,0,0,3,2
1E18310701,2,51,0,0,0,2,4
1E18310801,2,51,0,0,0,3,3
1E18310802,1,54,0,0,0,3,3
1E18410401,2,41,0,0,0,3,3
1E18410402,1,47,0,0,0,3,3
1E18510101,1,59,0,0,0,3,3
1E18510501,2,33,0,0,0,3,3
1E18510502,1,37,0,0,0,3,3
1E18610101,2,74,0,0,0,3,3
1E18610501,2,30,0,0,0,3,3
1E18610601,1,37,0,0,0,3,3
1E18610701,2,33,0,0,0,3,3
1E18710101,2,51,0,0,0,3,3
1E18710102,1,54,0,0,0,3,3
1E18710201,2,59,0,0,0,3,3
1E18710202,1,62,0,0,0,3,3
1E18710401,2,51,0,0,0,3,2
1E18710402,1,51,0,0,0,2,2
1E18710601,2,51,0,0,0,2,2
1E18710602,1,55,0,0,0,2,2
1E18710603,2,22,0,0,0,2,2
1E18710701,2,59,0,0,0,3,2
1E18710702,1,62,0,0,0,3,2
1E18810101,2,51,0,0,0,0,6
1E18810102,1,56,0,0,0,0,6
1E18810201,2,48,0,0,0,0,6
1E18810202,1,50,0,0,0,,6
1E18910101,2,43,0,0,0,3,3
1E18910102,1,46,0,0,0,3,3
1E18910201,2,53,0,0,0,3,3
1E18910202,1,56,0,0,0,3,3
1E18910401,2,57,0,0,0,3,3
1E18910402,1,60,0,0,0,3,3
1E19110101,2,52,0,0,0,5,4
1E19110102,1,57,0,0,0,4,4
1E19110501,1,54,0,0,0,4,3
1E19310401,2,45,0,0,0,3,3
1E19310402,1,47,0,0,0,5,3
1E19310501,2,57,0,0,0,3,5
1E19310601,2,51,0,0,0,3,3
1E19410101,2,27,0,0,0,4,4
1E19410401,2,50,0,0,0,4,4
1E19410501,2,26,0,2,0,4,4
1E19510301,2,68,0,0,0,0,6
1E19510302,2,41,0,0,0,0,6
1E19510401,2,50,0,0,0,0,6
1E19510402,1,50,0,0,0,0,6
1E19610101,2,60,0,0,0,3,6
1E19610102,1,60,0,0,0,0,6
1E19610301,2,57,0,0,0,3,3
1E19710401,2,26,0,0,0,3,
1E19710501,2,68,0,0,0,4,6
1E19710502,1,70,0,0,0,4,6
1E19710601,2,71,0,0,0,3,3
1F20010101,2,53,0,0,0,,3
1F20010102,1,55,0,0,0,3,3
1F20010103,1,19,0,0,0,,3
1F20010301,2,56,0,0,0,,4
1F20010302,1,56,0,0,0,,4
1F20010401,2,36,0,0,0,4,3
1F20010402,1,38,0,0,0,3,3
1F20110301,2,50,0,0,0,3,
1F20110302,1,54,0,0,0,3,
1F20110303,1,25,0,0,0,3,
1F20110304,1,20,0,0,0,,
1F20210101,1,61,0,0,0,,
1F20210102,2,58,0,0,0,,
1F20210301,2,72,0,0,0,,
1F20210601,2,37,0,0,0,4,
1F20210602,1,50,0,0,0,3,
1F20310101,2,67,0,0,0,,
1F20310501,2,37,0,0,0,3,
1F20310502,1,40,0,0,0,3,
1F20310701,2,35,0,0,0,2,
1F20310702,1,37,0,0,0,3,
1F20610401,1,42,0,0,0,3,2
1F20610402,2,42,0,0,0,2,2
1F20810601,2,60,0,0,0,0,
1F20810602,1,63,0,0,0,0,
1F20810801,2,52,0,0,0,0,
1F20810802,1,55,0,0,0,0,
1F20810803,1,26,0,0,0,0,
1F20810804,2,23,0,0,0,0,
1F21010201,2,71,0,0,0,3,3
1F21010301,2,40,0,0,0,,3
1F21010302,1,42,0,0,0,3,3
1F21010501,2,39,0,0,0,3,3
1F21010502,1,36,0,0,0,3,3
1F21010601,2,65,0,0,0,,
1F21410301,2,65,0,0,0,3,
1F21410401,2,52,0,0,0,3,3
1F21410402,1,56,0,0,0,3,3
1F21410403,1,25,0,0,0,3,3
1F21410404,1,23,0,0,0,3,3
1F21410501,2,51,0,0,0,3,3
1F21410502,1,53,0,0,0,3,3
1F21410503,2,25,0,0,0,,3
1F21410504,1,23,0,0,0,3,3
1F21510101,2,52,0,0,0,3,3
1F21510102,1,54,0,0,0,0,3
1F21510103,2,23,0,0,0,4,3
1F21510104,2,21,0,0,0,4,3
1F21510201,2,47,0,0,0,0,6
1F21510202,1,54,0,0,0,3,6
1F21510203,1,25,0,0,0,2,6
1F21510204,1,22,0,0,0,4,6
1F21510401,2,53,0,0,0,2,6
1F21510402,1,55,0,0,0,0,6
1F21510403,2,26,0,0,1,4,6
1F21510404,1,23,0,0,0,4,6
1F21510501,2,51,0,0,0,4,3
1F21510502,1,59,0,0,0,,3
1F21510503,1,31,0,0,0,3,3
1F21510504,2,24,0,0,0,5,3
1F21610101,2,54,0,0,0,2,6
1F21610102,1,56,0,0,0,0,6
1F21610201,2,52,0,0,0,4,
1F21610501,2,61,0,0,0,,
1F21610502,1,61,0,0,0,0,
1F21710201,2,48,0,0,0,2,2
1F21710202,1,53,0,0,0,2,2
1F21710203,1,23,0,0,0,2,2
1F21910201,2,61,0,0,0,3,3
1F21910202,1,66,0,0,0,3,3
1F21910401,2,54,0,0,0,3,4
1F21910402,1,58,0,0,0,3,4
1F21910501,1,46,0,0,0,3,3
1F21910502,2,49,0,0,0,3,3
1F22010201,2,36,0,0,0,3,3
1F22010202,1,41,0,0,0,3,3
1F22010601,2,54,0,0,0,4,6
1F22010602,1,59,0,0,0,0,6
1F22010603,2,19,0,0,0,2,6
1F22010701,2,66,0,0,0,0,6
1F22010702,1,66,0,0,0,0,6
1F22010901,2,74,0,0,0,0,
1F22210101,2,52,0,0,0,3,3
1F22410201,2,49,0,0,0,3,3
1F22410202,1,50,0,0,0,3,3
1F22510101,2,38,0,0,0,3,3
1F22510102,2,73,0,0,0,3,3
1G15910101,2,53,0,0,0,,
1G15910102,1,53,0,0,0,,
1G16010101,2,61,0,0,0,3,4
1G16010102,1,63,0,0,0,3,4
1G16010301,2,61,0,0,0,,
1G16010302,1,68,0,0,0,,
1G16010501,2,44,0,0,0,,
1G16010502,2,72,0,0,0,,
1G16110301,2,33,0,0,0,3,3
1G16110302,1,33,0,0,0,3,3
1G16110601,2,41,0,0,0,4,4
1G16110602,1,42,0,0,0,5,4
1G16110701,2,48,0,0,0,,
1G16110702,1,51,0,0,0,,
1G16210301,2,31,0,0,2,4,3
1G16210302,1,33,0,0,0,4,3
1G16210401,2,65,0,0,0,,
1G16210701,1,38,0,0,0,3,3
1G16210702,2,37,0,0,0,3,3
1G16210901,2,62,0,0,0,,
1G16210902,1,67,0,0,0,,
1G16210903,2,39,0,0,0,2,
1G16211001,2,52,0,0,0,,3
1G16211002,1,58,0,0,0,3,3
1G16211003,1,27,0,0,0,3,3
1G16211004,2,26,0,3,0,3,3
1G16310101,2,51,0,0,0,,
1G16310102,1,55,0,0,0,,
1G16310103,1,25,0,1,1,3,
1G16310301,2,54,0,0,0,,3
1G16310302,1,62,0,0,0,0,3
1G16310303,2,28,0,2,0,3,3
1G16310401,2,57,0,0,0,,
1G16310501,1,68,0,0,0,,
1G16610101,2,46,0,0,0,3,3
1G16610201,2,51,0,0,0,1,3
1G16610301,2,36,0,0,0,3,3
1G16610401,2,51,0,0,0,2,3
1G16610402,1,53,0,0,0,2,3
1G16610403,1,26,0,0,0,3,3
1G16610404,1,24,0,0,0,3,3
1G16610601,2,44,0,0,0,3,3
1G16610701,2,38,0,0,0,3,3
1G16610901,2,42,0,0,0,3,3
1G16710201,1,39,0,0,0,3,3
1G16710401,1,54,0,0,0,3,4
1G16710402,2,53,0,0,0,4,4
1G16710501,2,24,0,0,0,4,4
1G16710601,2,66,0,0,0,2,
1G16710602,1,74,0,0,0,3,
1G16710701,2,59,2,0,0,,4
1G16710702,1,56,0,0,0,4,4
1G16710801,1,50,0,0,0,0,3
1G16710802,2,46,0,0,0,4,3
1G16810201,2,46,0,0,0,0,6
1G16810301,2,56,5,0,2,3,3
1G16810401,2,67,0,0,0,,6
1G16810501,2,39,0,0,0,5,
1G16810502,1,49,0,0,0,3,
1G16810601,2,37,0,0,0,3,4
1G16810602,1,66,0,0,0,3,4
1G16810801,2,48,0,0,0,4,4
1G16810802,1,53,0,0,0,4,4
1G16910201,1,40,0,0,0,3,4
1G16910202,1,40,0,0,0,4,4
1G17010101,2,46,0,0,0,3,
1G17110101,2,40,0,0,0,4,4
1G17110102,1,41,0,0,0,4,4
1G17110201,2,50,0,0,0,3,3
1G17110202,1,51,0,0,0,3,3
1G17110401,2,46,0,0,0,,4
1G17110402,1,47,2,0,0,4,4
1G17110501,2,40,3,0,0,5,
1G17110701,2,72,0,0,0,,
1G17110801,2,54,0,0,0,,
1G17110802,1,55,0,0,0,4,
1G17110901,2,32,0,0,0,3,3
1G17110902,1,32,0,0,0,3,3
1G55910101,2,74,0,0,0,0,
1G55910301,2,71,0,0,0,0,6
1G55910901,2,61,0,0,0,0,6
1G55910902,1,66,0,0,0,0,6
1H49110201,2,44,0,0,0,,3
1H49110202,1,46,0,0,0,3,3
1H49110301,2,55,0,0,0,,
1H49110302,1,59,0,0,0,2,
1H49110303,2,27,0,0,0,3,
1H49110501,2,65,0,0,0,,
1H49110502,1,68,0,0,0,,
1H49110601,2,50,0,0,0,,
1H49310801,1,37,0,0,0,3,3
1H49510101,2,33,0,0,0,3,3
1H49510102,1,35,0,0,0,3,3
1H49510201,2,48,0,1,0,3,3
1H49510202,1,49,0,0,0,3,3
1H49510203,1,21,0,0,0,3,3
1H49510301,2,60,2,0,0,3,2
1H49510302,1,63,0,0,0,3,2
1H49510901,2,60,0,0,0,3,
1H49510902,1,61,0,0,0,3,
1H49510903,2,25,0,0,2,4,
1H49710101,2,54,0,0,0,4,3
1H49710102,1,57,0,0,0,2,3
1H49710103,2,27,0,1,0,3,3
1H49710104,1,24,0,0,0,4,3
1H49710301,2,51,0,0,0,,2
1H49710302,1,55,0,0,0,4,2
1H49710401,1,45,0,0,0,3,3
1H49710701,2,50,0,0,0,,6
1H49710702,1,52,0,0,0,4,6
1H49710703,1,20,0,0,0,4,6
1H49810201,2,60,0,0,0,3,2
1H49810202,1,63,0,0,0,3,2
1H49810401,2,46,1,0,0,3,3
1H49810402,1,50,1,0,0,2,3
1H49810701,2,71,0,0,0,3,
1H49810702,1,73,0,0,0,3,
1H49810901,2,38,1,0,0,3,4
1H49810902,1,39,1,0,0,3,4
1H50010101,2,41,1,0,0,3,4
1H50010102,1,44,1,0,0,4,4
1H50010201,2,49,0,0,0,2,3
1H50010202,1,51,0,0,0,2,3
1H50010301,2,67,0,0,0,3,
1H50210401,2,45,0,0,0,4,3
1H50210501,1,37,0,0,0,3,3
1H50310601,2,32,0,0,0,3,2
1H50310701,2,45,0,0,0,2,2
1H50310702,1,48,0,0,0,2,2
1H50510401,1,60,0,0,0,4,
1H50710201,2,33,0,0,0,4,
1H50710202,1,36,0,0,0,3,
1H50710301,2,42,0,0,0,4,
1H50710302,1,46,0,0,0,4,
1H50710501,2,50,0,0,0,4,
1H50710502,1,53,0,0,0,3,
1H50710503,2,22,0,0,0,4,
1H50710504,1,20,0,0,0,4,
1H50710601,2,47,0,0,0,4,4
1H50710602,1,50,0,0,0,3,4
1H50710603,2,21,0,0,0,3,4
1H50810301,2,55,0,0,0,0,6
1H50810302,1,59,0,0,0,0,6
1H50810303,1,29,0,0,0,1,6
1H50810304,2,27,0,0,2,3,6
1H50910201,2,71,0,0,0,,
1H50910601,1,72,0,0,0,,
1H50910602,2,71,0,0,0,,
1H51010101,2,68,0,0,0,0,6
1H51010102,1,70,0,0,0,3,6
1H51010401,2,51,0,0,0,3,6
1H51010402,2,24,0,0,0,4,6
1H51010601,2,59,0,0,0,0,3
1H51010602,1,63,0,0,0,0,3
1H51010901,2,38,0,2,0,3,2
1H51010902,1,41,0,0,0,2,2
1H51110101,2,35,0,0,0,3,1
1H51110102,1,36,0,0,0,3,1
1H51110201,2,45,0,1,0,3,3
1H51110202,1,47,0,0,0,0,3
1H51110301,2,42,0,0,0,3,3
1H51110302,1,44,0,0,0,3,3
1H51110501,2,52,0,1,0,3,6
1H51110502,1,54,0,0,0,0,6
1H51110503,1,27,0,0,0,3,6
1H51110601,2,47,0,0,0,3,2
1H51110602,1,49,0,0,0,0,2
1H51210101,2,62,0,0,0,,3
1H51210102,1,69,0,0,0,,3
1H51210201,2,50,0,0,0,3,2
1H51210202,1,54,0,0,0,3,2
1H51210203,2,26,0,3,0,3,2
1H51210204,2,24,0,2,0,3,2
1H51210301,2,37,0,2,0,3,
1H51410101,1,51,0,0,0,3,3
1H51410102,2,50,0,0,0,3,3
1H51410201,2,39,0,0,0,3,3
1H51410202,1,39,0,0,0,3,3
1H51410301,2,53,0,0,0,3,3
1H51410302,1,56,0,0,0,3,3
1H51410303,2,21,0,0,0,3,3
1H51510101,2,65,0,0,0,3,3
1H51510102,1,67,0,0,0,3,3
1H51510201,2,69,0,0,0,3,3
1H51510202,1,70,0,0,0,3,3
1H51510401,1,38,0,0,0,3,3
1H51510501,2,71,0,0,0,3,3
1H51610501,2,59,0,0,0,4,2
1H51610502,1,68,0,0,0,3,2
1H51610801,2,59,0,0,0,3,3
1H51610802,1,64,0,0,0,3,3
1H51611001,2,61,0,0,0,3,4
1H51611002,1,66,0,0,0,4,4
1H51710101,2,61,0,0,0,3,
1H51710301,2,59,0,0,0,4,3
1H51710302,1,64,0,0,0,4,3
1H51910101,2,60,0,0,0,0,6
1H51910102,1,61,0,0,0,0,6
1H52010301,2,61,0,0,0,3,3
1H52010302,1,66,0,0,0,3,3
1H52010401,2,67,0,0,0,3,2
1H52010402,1,68,0,0,0,3,2
1H52010501,2,64,0,0,0,3,3
1H52010502,1,70,0,0,0,3,3
1H52010601,2,60,0,0,0,3,3
1H52010602,1,63,0,0,0,3,3
1H52010603,1,23,0,0,0,3,3
1H52010701,2,62,0,0,0,3,3
1H52010702,1,65,0,0,0,3,3
1H52210101,2,40,0,0,0,3,3
1H52210102,1,41,0,0,0,3,3
1H52210501,2,55,0,0,0,3,3
1H52210502,1,60,0,0,0,3,3
1H52310101,2,69,0,0,0,2,2
1H52310102,1,73,0,0,0,2,2
1H52310301,2,59,0,0,0,3,3
1H52310302,1,62,0,0,0,2,3
1H52410201,1,70,0,0,0,3,3
1H52410301,1,71,0,0,0,3,2
1H52410601,2,39,0,0,0,3,3
1H52410602,1,40,0,0,0,3,3
1H52410701,2,57,0,0,0,2,2
1H52410702,1,61,0,0,0,2,2
1H52510301,2,66,0,0,0,3,5
1H52510302,1,66,0,0,0,3,5
1H52510401,2,68,0,0,0,3,2
1H52510402,1,69,0,0,0,3,2
1H52510501,2,68,0,0,0,3,
1H52510601,2,72,0,0,0,3,3
1H52910601,2,63,0,0,0,0,3
1H52910701,2,63,0,0,0,,
1H52910702,1,69,0,0,0,,
1H53010501,2,48,0,0,0,4,
1H53010502,1,49,0,0,0,3,
1H53210101,2,46,0,0,0,4,4
1H53210102,1,51,0,0,0,4,4
1H53210103,1,20,0,0,0,3,4
1H53210301,2,63,0,0,0,3,3
1H53210302,1,66,0,0,0,4,3
1H53210401,2,51,0,0,0,3,3
1H53210402,1,51,0,0,0,3,3
1H53210403,2,20,0,0,0,3,3
1H53210501,2,50,0,0,0,3,4
1H53210502,1,53,0,0,0,3,4
1H53310101,2,48,0,0,0,4,3
1H53310102,1,50,0,0,0,4,3
1H53310103,1,21,0,0,0,4,3
1H53310201,2,67,0,0,0,2,
1H53310301,2,49,0,0,0,,3
1H53310302,1,52,0,0,0,,3
1H53310303,1,20,0,0,0,3,3
1H53310401,2,54,0,0,0,4,4
1H53310402,1,55,0,0,0,3,4
1H53310501,2,63,0,0,0,3,4
1H53310502,1,66,0,0,0,3,4
1H53410101,2,52,0,0,0,,
1H53410102,1,52,0,0,0,,
1H53410401,2,57,0,0,0,,2
1H53410402,1,62,0,0,0,0,2
1H53410403,2,33,0,0,0,,2
1H53410501,2,44,0,0,0,1,
1H53410502,1,50,0,0,0,2,
1H53410601,2,39,0,0,0,,
1H53410602,1,43,0,0,0,,
1H53410701,2,58,0,0,0,,
1H53410702,1,62,0,0,0,2,
1H53510201,2,38,0,0,0,3,3
1H53510202,1,39,0,0,0,3,3
1H53510301,1,56,0,0,0,3,3
1H53510701,1,58,0,0,0,3,6
1H53610301,2,40,0,0,0,,
1H53610302,1,40,0,0,0,,
1H53610401,1,37,0,0,0,0,
1H53710101,2,34,0,2,1,4,3
1H53710102,1,39,0,0,0,4,3
1H53710201,2,34,0,0,0,,
1H53710202,1,37,0,0,0,,
1H53710301,2,50,0,0,0,,
1H53710302,1,52,0,0,0,0,
1H53710303,2,19,0,0,0,2,
1H53810101,2,64,0,0,0,,3
1H53810102,1,66,0,0,0,0,3
1H53810301,2,40,0,0,0,,3
1H53810302,1,41,0,0,0,0,3
1H53910201,2,54,0,0,0,3,4
1H53910202,1,58,0,0,0,,4
1H53910203,1,28,0,0,0,4,4
1H53910204,1,25,0,0,0,3,4
1H53910401,2,44,0,0,0,4,
1H53910402,1,44,0,0,0,4,
1H54010301,2,60,0,0,0,4,
1H54110401,2,70,0,0,0,3,3
1H54110501,2,52,0,0,0,4,2
1H54110502,1,55,0,0,0,2,2
1H54210201,2,72,0,0,0,,
1H54210202,1,48,0,0,0,4,
1H54310101,2,63,0,0,0,,3
1H54410201,2,70,0,0,0,3,3
1H54410601,2,49,0,0,0,4,4
1H54410602,1,50,0,0,0,4,4
1H54410801,2,42,0,0,0,4,4
1H54410802,1,42,0,0,0,3,4
1H54410901,2,45,0,0,0,5,5
1H54410902,1,49,0,0,0,4,5
1H54410903,1,20,0,0,0,4,5
1H54610101,2,45,0,0,0,3,3
1H54610102,1,46,0,0,0,1,3
1H54610301,2,65,0,2,0,3,1
1H54610302,1,66,0,0,0,0,1
1H54610501,2,41,0,0,0,,3
1H54710101,2,39,0,0,0,3,3
1H54710301,2,58,0,0,0,3,4
1H54710401,2,59,0,0,0,2,4
1H54710402,1,62,0,0,0,0,4
1H54710403,2,30,0,1,1,3,4
1H54810101,2,44,0,0,0,3,3
1H54810102,1,46,0,0,0,3,3
1H54810103,1,19,0,0,0,3,3
1H54910101,1,54,0,0,0,1,2
1H54910201,2,26,0,1,1,4,
1H54910202,1,32,0,0,0,2,
1H55010201,2,68,0,0,0,,
1H55010202,1,68,0,0,0,,
1H55010203,2,39,0,0,0,,
1H55010401,2,72,0,0,0,,
1H55010402,1,72,0,0,0,,
1H55210301,2,50,0,0,0,4,3
1H55210302,2,21,0,0,0,3,3
1H55210401,2,54,0,0,0,1,1
1H55310101,2,53,0,0,0,,
1H55310201,2,43,0,0,0,2,2
1H55310202,1,47,0,0,0,,2
1H55310401,2,42,0,0,0,3,3
1H55310402,1,43,0,0,0,,3
1H55310501,2,54,0,0,0,2,1
1H55310601,2,73,0,0,0,,6
1H55310701,2,54,0,0,0,,2
1H55310702,1,56,0,0,0,0,2
1H55310703,2,21,0,0,0,3,2
1H55310801,2,47,0,0,0,,3
1H55310802,1,20,0,0,0,3,3
1H55410201,2,27,0,0,0,4,4
1H55510101,2,59,0,0,0,2,1
1H55510102,1,65,0,0,0,1,1
1H55510401,2,51,0,0,0,1,2
1H55510402,1,54,0,0,0,0,2
1H55510403,1,27,0,0,0,1,2
1H55510601,2,58,0,0,0,0,6
1H55510602,1,62,0,0,0,0,6
1H55610101,2,35,0,0,0,1,1
1H55610102,1,36,0,0,0,0,1
1H55610201,2,44,0,0,0,0,6
1H55610202,1,48,0,0,0,0,6
1H55610301,2,40,0,0,0,1,2
1H55610302,1,41,0,0,0,2,2
1H55610401,1,51,0,0,0,0,
1H55610501,2,46,0,0,0,0,6
1H55610502,2,19,0,2,0,3,6
1H55610601,2,48,0,0,0,0,6
1H55610602,1,48,0,0,0,1,6
1H55610603,1,19,0,1,0,3,6
1H55610701,1,56,0,0,0,0,6
1H55810101,1,28,0,0,0,3,3
1I24210301,2,59,0,0,0,3,
1I24210302,1,62,0,0,0,3,
1I24310201,2,69,0,0,0,,
1I24410101,2,31,0,0,0,3,
1I24510201,2,50,0,0,0,3,3
1I24510202,1,51,0,0,0,3,3
1I24510203,2,23,0,0,0,3,3
1I24610101,2,72,0,0,0,,
1I24610301,2,71,0,0,0,,
1I24610302,1,73,0,0,0,0,
1I24610401,2,69,0,0,0,,
1I24610501,2,70,0,0,0,,2
1I24610601,2,70,0,0,0,,2
1I24610801,2,73,0,0,0,2,
1I24710201,2,51,0,0,0,3,3
1I24710202,1,54,0,0,0,3,3
1I24810101,1,69,0,0,0,0,3
1I24810102,2,69,0,0,0,2,3
1I24910101,2,63,0,0,0,0,3
1I24910102,1,73,0,0,0,,3
1I24910201,2,66,0,0,0,,
1I24910401,2,70,0,0,0,0,6
1I24910601,2,64,0,0,0,0,6
1I24910602,1,36,0,0,0,0,6
1I24910701,2,67,0,0,0,,6
1I24910702,1,73,0,0,0,,6
1I25110301,2,65,0,0,0,,
1I25110302,1,69,0,0,0,,
1I25310401,1,65,0,0,0,3,4
1I25310601,2,64,0,0,0,2,3
1I25310701,2,50,0,2,0,3,3
1I25310801,2,25,2,0,0,2,3
1I25310901,2,29,0,0,0,2,3
1I25610101,2,69,0,0,0,0,6
1I25610102,1,74,0,0,0,0,6
1I25610103,2,44,0,0,0,0,6
1I25610401,2,74,0,0,0,,6
1I25610402,1,74,0,0,0,0,6
1I25710101,2,52,0,0,0,0,
1I25910201,1,56,0,0,0,3,
1I26010201,2,70,0,0,0,,
1I26010202,1,71,0,0,0,,
1I26010301,2,71,0,0,0,,
1I26010401,2,69,0,0,0,,
1I26010501,2,49,0,0,0,,6
1I26010502,1,52,0,0,0,,6
1I26010503,2,71,0,0,0,,6
1I26110101,2,48,0,0,0,,6
1I26110102,1,49,0,0,0,0,6
1I26110103,1,21,0,0,0,3,6
1I26110401,1,71,0,0,0,0,6
1I26110402,2,65,0,0,0,,6
1I26310101,2,49,0,0,0,3,3
1I26310102,1,50,0,0,0,3,3
1I26310201,1,50,0,0,0,3,3
1I26310202,2,49,0,0,0,3,3
1I26310203,2,19,0,0,0,3,3
1I26510101,2,40,0,0,0,,2
1I26510102,1,36,0,0,0,,2
1I26510103,1,64,0,0,0,,2
1I26510104,2,62,0,0,0,,2
1I26510201,2,45,0,0,0,3,3
1I26510202,1,45,0,0,0,3,3
1I26510203,1,21,0,0,0,3,3
1I26510204,1,20,0,0,0,4,3
1I26510301,2,56,0,0,0,0,6
1I26510302,1,56,0,0,0,,6
1I26510303,1,31,0,0,0,3,6
1I26510304,2,29,0,0,0,3,6
1I26610301,2,62,0,0,0,,
1I26610302,1,62,0,0,0,3,
1I26710101,2,71,0,0,0,,2
1I26710301,2,62,0,0,0,,3
1I26710302,1,64,0,0,0,,3
1I26810101,2,68,0,0,0,2,3
1I26810102,1,71,0,0,0,,3
1I26810301,2,65,0,0,0,,3
1I26810302,1,71,0,0,0,2,3
1I26910601,2,57,0,0,0,,3
1I26910602,1,66,0,0,0,,3
1I26910603,1,35,0,0,0,0,3
1I27010301,2,66,0,0,0,,
1I27010302,1,74,0,0,0,,
1I27010401,2,68,0,0,0,,
1I27010402,1,70,0,0,0,,
1I27110201,2,41,0,2,0,3,3
1I27110202,1,41,0,0,0,2,3
1I27110501,2,44,0,0,0,2,3
1I27110502,1,50,0,0,0,0,3
1I27310201,2,41,0,0,0,2,
1I27310202,1,42,0,0,0,0,
1I27310204,1,19,0,0,0,0,
1I27310301,2,56,0,0,0,,6
1I27310302,1,65,0,0,0,0,6
1I27310401,2,54,0,0,0,,6
1I27310402,1,55,0,0,0,0,6
1I27310403,1,26,0,0,0,0,6
1I27310404,1,25,0,0,0,0,6
1I27310405,2,23,0,0,0,0,6
1I39910701,2,53,0,0,0,3,3
1I39910702,1,56,0,0,0,3,3
1I40110301,2,74,0,0,0,0,
1I40110501,2,48,0,0,0,,6
