날짜,음식섭취등수값,음식명,음식섭취수,음식섭취비율,사용자연령값,시간
2020-01-17,13, 모카크림빵,1,2.173913, [20-29],17
2020-01-19,13, 팥빵,1,5, [0-19],9
2020-01-28,13, 호밀호두빵(대),1,2.777778, [0-19],21
2020-01-31,13, 호떡빵,1,5.263158, [20-29],20
2020-01-04,14, 모닝빵감자샌드위치,2,1.724138, [0-19],10
2020-01-04,14, 식빵,2,1.333333, [0-19],19
2020-01-06,14, 팥빵,1,1.111111, [0-19],8
2020-01-06,14, 호밀빵,1,1.754386, [20-29],15
2020-01-06,14, 바게트빵,1,2.272727, [20-29],17
2020-01-08,14, 식빵,1,3.448276, [20-29],21
2020-01-13,14, 식빵,1,3.703704, [20-29],16
2020-01-15,14, 찐빵(팥),1,3.703704, [0-19],0
2020-01-18,14, 삼립호빵(단팥),2,1.37931, [0-19],17
2020-01-19,14, 찐빵(팥),1,4.166667, [20-29],23
2020-01-19,14, 곰보빵,1,5, [0-19],7
2020-01-21,14, 팥빵,1,3.448276, [20-29],8
2020-01-21,14, 아몬드크림치즈빵,1,4.761905, [20-29],17
2020-01-22,14, 팥빵,1,2, [20-29],15
2020-01-22,14, 밤빵,1,2.564103, [20-29],17
2020-01-23,14, 크림빵,1,3.333333, [20-29],15
2020-01-23,14, 식빵,1,0.769231, [0-19],19
2020-01-24,14, 옥수수식빵,1,3.030303, [20-29],9
2020-01-25,14, 바게트빵,1,2.173913, [0-19],22
2020-01-26,14, 천연효모 정통우유식빵,1,1.136364, [0-19],12
2020-01-27,14, 식빵(버터),1,1.298701, [0-19],10
2020-01-27,14, 빵또아,1,3.333333, [0-19],22
2020-01-28,14, 마늘빵,1,1.449275, [20-29],19
2020-01-29,14, 붕어빵,2,1.550388, [0-19],17
2020-01-30,14, 크림빵,1,1.149425, [0-19],15
2020-01-31,14, 아몬드크림치즈빵,1,4.166667, [20-29],14
2020-01-01,14, 삼립호빵(단팥),1,1.265823, [0-19],13
2020-01-01,14, 쫀득한 찹쌀떡먹은 참붕어빵,1,5.263158, [0-19],23
2020-01-03,14, 식빵,2,1.818182, [0-19],11
2020-01-03,14, 마늘빵,1,3.703704, [20-29],7
2020-01-04,14, 팥빵,1,2.941176, [20-29],9
2020-01-09,14, 식빵(쨈),1,5.555556, [0-19],23
2020-01-05,14, 쏘세지빵,1,2.857143, [20-29],10
2020-01-05,14, 식빵,1,1.282051, [20-29],18
2020-01-06,14, 호밀빵,1,1.075269, [20-29],11
2020-01-08,14, 크림빵,2,1.408451, [0-19],18
2020-01-13,14, 팥빵,1,2.857143, [20-29],15
2020-01-15,14, 붕어빵,1,1.388889, [20-29],16
2020-01-17,14, 곰보빵,1,4.545455, [20-29],0
2020-01-17,14, 모닝빵,1,3.571429, [20-29],7
2020-01-18,14, 식빵,2,1.724138, [0-19],12
2020-01-18,14, 식빵,1,1.515152, [0-19],19
2020-01-18,14, 호밀빵,1,2.5, [20-29],20
2020-01-23,14, 빵또아,1,1.204819, [0-19],14
2020-01-26,14, 마늘빵,1,4.545455, [0-19],15
2020-01-28,14, 마늘빵,1,1.754386, [20-29],19
2020-01-02,15, 마늘빵(바게트),1,3.125, [0-19],7
2020-01-09,15, 식빵,1,2.325581, [20-29],8
2020-01-09,15, 식빵,1,3.333333, [20-29],9
2020-01-09,15, 식빵,1,1.449275, [20-29],19
2020-01-08,15, 슈크림빵,1,0.934579, [0-19],16
2020-01-11,15, 호밀빵,1,2.173913, [0-19],8
2020-01-12,15, 삼립호빵(단팥),1,1.086957, [0-19],20
2020-01-15,15, 호밀빵,1,5, [20-29],7
2020-01-15,15, 식빵,1,4.347826, [20-29],21
2020-01-15,15, 모닝빵,1,1.075269, [0-19],21
2020-01-17,15, 호밀빵,1,1.149425, [20-29],13
2020-01-21,15, 호밀호두빵(대),1,4.761905, [20-29],17
2020-01-21,15, 식빵,1,0.909091, [0-19],9
2020-01-22,15, 모닝빵,1,3.703704, [20-29],10
2020-01-22,15, 깨찰빵,1,2, [20-29],15
2020-01-22,15, 곰보빵,1,2.564103, [20-29],17
2020-01-22,15, 우리찹쌀 모카 찰떡빵,1,2.083333, [20-29],20
2020-01-22,15, 식빵,1,6.25, [20-29],22
2020-01-24,15, 빵또아,1,5.555556, [20-29],8
2020-01-24,15, 마늘빵,1,0.833333, [0-19],15
2020-01-02,15, 식빵,1,1.851852, [0-19],21
2020-01-09,15, 찐빵(호빵),1,1.5625, [0-19],9
2020-01-06,15, 마늘빵(바게트),1,3.571429, [0-19],22
2020-01-06,15, 바게트빵,1,1.923077, [20-29],17
2020-01-08,15, 식빵,1,4, [20-29],8
2020-01-08,15, 롤빵(소프트롤),1,1.492537, [20-29],19
2020-01-11,15, 붕어빵,1,1.282051, [0-19],14
2020-01-13,15, 마늘빵(바게트),1,1.639344, [20-29],9
2020-01-17,15, 계란빵,1,2.380952, [20-29],10
2020-01-20,15, 식빵,1,1.234568, [20-29],13
2020-01-30,15, 식빵,1,5, [20-29],10
2020-01-31,15, 마늘빵,1,1.754386, [0-19],10
2020-01-01,16, 찐빵(호빵),1,1.851852, [20-29],18
2020-01-02,16, 붕어빵,1,4, [20-29],16
2020-01-02,16, 아몬드크림치즈빵,1,3.333333, [20-29],17
2020-01-04,16, 모카빵,1,4.545455, [0-19],8
2020-01-04,16, 모닝빵,2,1.075269, [0-19],13
2020-01-09,16, 식빵,1,3.846154, [20-29],1
2020-01-09,16, 바게트빵,1,2.631579, [20-29],15
2020-01-06,16, 찐빵(팥),1,0.78125, [0-19],19
2020-01-06,16, 고구마빵,1,2.272727, [20-29],17
2020-01-07,16, 크림빵,1,3.846154, [20-29],7
2020-01-10,16, 붕어빵,2,1.449275, [0-19],20
2020-01-11,16, 계란빵,1,2, [20-29],16
2020-01-13,16, 우유식빵,2,1.550388, [0-19],16
2020-01-16,16, 붕어빵,2,1.242236, [0-19],19
2020-01-17,16, 붕어빵,1,1.428571, [0-19],20
2020-01-19,16, 식빵,1,3.448276, [20-29],9
2020-01-19,16, 찐빵(채소),1,2.222222, [20-29],19
2020-01-30,16, 크림빵,1,2.173913, [20-29],9
2020-01-30,16, 건빵,1,2, [20-29],17
2020-01-01,16, 바게트빵,1,2.439024, [0-19],9
2020-01-10,16, 쏘세지빵,1,3.703704, [20-29],6
2020-01-11,16, 고구마빵,1,2, [20-29],14
2020-01-11,16, 호밀빵,1,2.857143, [0-19],8
2020-01-13,16, 찐빵(호빵),1,2.857143, [20-29],15
2020-01-14,16, 찐빵(호빵),1,1.587302, [20-29],17
2020-01-16,16, 바게트빵,2,1.438849, [0-19],18
2020-01-16,16, 팥빵,1,1.886792, [20-29],10
2020-01-19,16, 삼립호빵(야채),1,1.190476, [0-19],13
2020-01-19,16, 삼립호빵(단팥),1,1.538462, [0-19],16
2020-01-21,16, 인디안프라이빵,1,1.041667, [0-19],11
2020-01-21,16, 팥빵,1,3.448276, [20-29],8
2020-01-23,16, 곰보빵,1,1.351351, [0-19],17
2020-01-22,16, 깨찰빵,1,2.173913, [20-29],15
2020-01-24,16, 곰보빵,1,0.925926, [0-19],12
2020-01-26,16, 빵빠레 바닐라,1,2.777778, [0-19],16
2020-01-27,16, 팥빵,1,1.785714, [0-19],15
2020-01-02,17, 초코소라빵,1,4.761905, [20-29],9
2020-01-02,17, 바나나빵,1,1.587302, [20-29],11
2020-01-02,17, 팥빵,1,3.333333, [20-29],17
2020-01-02,17, 슈크림빵,1,3.030303, [20-29],20
2020-01-03,17, 식빵,2,1.459854, [0-19],14
2020-01-06,17, 옥수수식빵,1,1.785714, [0-19],7
2020-01-06,17, 식빵,1,5.263158, [20-29],14
2020-01-07,17, 식빵,2,1.369863, [0-19],19
2020-01-08,17, 우유식빵,2,1.081081, [0-19],17
2020-01-08,17, 식빵,1,2.325581, [20-29],14
2020-01-10,17, 식빵(쨈),1,2.040816, [20-29],8
2020-01-13,17, 팥빵,2,1.324503, [0-19],15
2020-01-15,17, 옥수수식빵,1,1.149425, [20-29],17
2020-01-17,17, 붕어빵,2,1.129944, [0-19],18
2020-01-17,17, 찐빵(채소),1,3.448276, [0-19],23
2020-01-17,17, 꽃빵,1,3.030303, [20-29],11
2020-01-18,17, 찐빵(채소),1,0.813008, [0-19],14
2020-01-19,17, 크림빵,1,5, [0-19],7
2020-01-19,17, 곰보빵,1,1.010101, [0-19],16
2020-01-21,17, 밤식빵,1,1.724138, [20-29],20
2020-01-30,17, 국화빵,1,2, [20-29],17
2020-01-30,17, 식빵,1,2.380952, [20-29],16
2020-01-02,17, 붕어빵,1,1.149425, [0-19],17
2020-01-03,17, 초코소라빵,1,1.204819, [0-19],14
2020-01-04,17, 삼립호빵(단팥),2,1.639344, [0-19],11
2020-01-04,17, 식빵,1,1.851852, [20-29],11
2020-01-08,17, 쏘세지빵,1,3.333333, [20-29],10
2020-01-16,17, 계란빵,1,2.5, [20-29],15
2020-01-17,17, 식빵,2,1.449275, [0-19],13
2020-01-18,17, 붕어빵,1,1.754386, [0-19],15
2020-01-20,17, 크림빵,1,1.06383, [0-19],15
2020-01-23,17, 초코소라빵,1,3.030303, [20-29],20
2020-01-22,17, 삼립호빵(야채),1,1.754386, [0-19],15
2020-01-25,17, 빵빠레 바닐라,1,4.347826, [0-19],21
2020-01-30,17, 모닝빵,1,1.010101, [0-19],11
2020-01-04,18, 식빵,1,3.846154, [20-29],19
2020-01-09,18, 찐빵(호빵),1,1.449275, [0-19],9
2020-01-05,18, 식빵(쨈),1,0.735294, [0-19],11
2020-01-07,18, 우유식빵,2,1.234568, [0-19],13
2020-01-10,18, 삼립호빵(단팥),1,1.923077, [20-29],16
2020-01-10,18, 붕어빵,1,2.631579, [20-29],20
2020-01-13,18, 팥빵,1,2.702703, [20-29],15
2020-01-13,18, 건빵,1,0.819672, [0-19],17
2020-01-14,18, 바게트빵,1,3.703704, [0-19],0
2020-01-14,18, 팥빵,1,2.857143, [0-19],7
2020-01-16,18, 옥수수빵,1,5, [20-29],22
2020-01-21,18, 붕어빵,1,1.098901, [0-19],15
2020-01-23,18, 호밀빵,1,2.222222, [0-19],21
2020-01-24,18, 곰보빵,1,0.862069, [0-19],12
2020-01-26,18, 쫀득한 찹쌀떡먹은 참붕어빵,1,1.587302, [0-19],15
2020-01-26,18, 붕어빵,1,2.083333, [0-19],20
2020-01-27,18, 곰보빵,1,3.703704, [0-19],0
2020-01-29,18, 식빵,1,1.666667, [0-19],22
2020-01-30,18, 밤식빵,1,1.449275, [20-29],18
2020-01-01,18, 바게트빵,1,2.631579, [0-19],11
2020-01-01,18, 식빵,1,1.219512, [0-19],18
2020-01-09,18, 찐빵(호빵),1,3.703704, [0-19],7
2020-01-06,18, 바게트빵,1,3.571429, [0-19],22
2020-01-11,18, 쏘세지빵,1,5, [20-29],10
2020-01-13,18, 빵빠레 초코,1,5, [20-29],23
2020-01-14,18, 호밀빵,1,1.960784, [20-29],14
2020-01-18,18, 식빵,1,2.631579, [20-29],16
2020-01-19,18, 크림빵,1,3.448276, [20-29],16
2020-01-20,18, 식빵(쨈),2,1.30719, [0-19],18
2020-01-06,19, 크림빵,1,2.12766, [0-19],23
2020-01-07,19, 슈크림빵,1,5, [20-29],10
2020-01-07,19, 식빵,2,1.265823, [20-29],12
2020-01-08,19, 완두앙금빵,1,1.369863, [0-19],8
2020-01-08,19, 롤빵(소프트롤),1,1.298701, [20-29],19
2020-01-10,19, 호떡빵,1,1.190476, [0-19],8
2020-01-11,19, 모닝빵,1,1.754386, [20-29],19
2020-01-15,19, 쏘세지빵,1,0.970874, [0-19],9
2020-01-20,19, 모닝빵,2,1.587302, [0-19],14
2020-01-21,19, 모닝빵,2,1.111111, [0-19],13
2020-01-22,19, 모닝빵,1,0.961538, [0-19],9
2020-01-28,19, 붕어빵,2,1.923077, [0-19],16
2020-01-29,19, 팥빵,1,3.571429, [20-29],14
2020-01-31,19, 삼립호빵(단팥),1,1.785714, [20-29],16
2020-01-31,19, 잼빵,1,5, [20-29],20
2020-01-02,19, 바나나빵,1,1.785714, [20-29],11
2020-01-04,19, 식빵,1,1.136364, [0-19],14
2020-01-09,19, 호밀빵,1,1.639344, [20-29],8
2020-01-09,19, 찐빵(피자),1,1.25, [0-19],17
2020-01-05,19, 마늘빵,1,2.5, [0-19],22
2020-01-05,19, 슈크림빵,1,4.545455, [20-29],22
2020-01-06,19, 곰보빵,1,1.666667, [0-19],21
2020-01-06,19, 곰보빵,1,1.351351, [0-19],20
2020-01-11,19, 우유식빵,1,1.369863, [20-29],18
2020-01-13,19, 모닝빵,1,1.724138, [20-29],17
2020-01-14,19, 식빵,2,1.538462, [20-29],12
2020-01-16,19, 식빵,1,1.282051, [0-19],14
2020-01-17,19, 모닝빵,1,4.545455, [20-29],0
2020-01-17,19, 호밀빵,1,1.098901, [20-29],13
2020-01-17,19, 피자빵,1,2.564103, [20-29],14
2020-01-17,19, 빵또아,1,1.470588, [20-29],19
2020-01-18,19, 찐빵(호빵),1,2.631579, [20-29],16
2020-01-19,19, 식빵(쨈),1,2.702703, [20-29],19
2020-01-20,19, 고구마빵,1,3.333333, [0-19],23
2020-01-02,20, 초코소라빵,1,1.694915, [20-29],18
2020-01-03,20, 모닝빵,1,0.952381, [0-19],15
2020-01-03,20, 식빵,1,2.564103, [0-19],23
2020-01-09,20, 식빵(쨈),1,4.545455, [0-19],23
2020-01-05,20, 국화빵,1,0.645161, [0-19],17
2020-01-06,20, 사각피자빵,1,2.173913, [0-19],22
2020-01-07,20, 모닝빵감자샌드위치,1,4.347826, [20-29],8
2020-01-07,20, 깨찰빵,1,5, [20-29],10
2020-01-08,20, 우유식빵,2,1.315789, [0-19],19
2020-01-12,20, 삼립호빵(야채),2,1.351351, [0-19],11
2020-01-12,20, 크림빵,1,3.333333, [20-29],17
2020-01-14,20, 식빵,1,2.564103, [20-29],7
2020-01-15,20, 붕어빵,1,1.470588, [20-29],11
2020-01-17,20, 초코소보루 빵,1,4.347826, [20-29],21
2020-01-19,20, 곰보빵,1,4, [0-19],8
2020-01-19,20, 붕어빵,1,0.694444, [0-19],14
2020-01-20,20, 식빵,1,3.030303, [20-29],8
2020-01-22,20, 찐빵(호빵),1,0.970874, [0-19],16
2020-01-31,20, 식빵,1,1.388889, [0-19],15
2020-01-31,20, 마늘빵,1,2.325581, [0-19],20
2020-01-31,20, 삼립호빵(단팥),1,1.449275, [0-19],22
2020-01-01,20, 찐빵(팥),1,2.040816, [0-19],16
2020-01-03,20, 밤빵,1,1.851852, [20-29],19
2020-01-09,20, 바게트빵,1,2.12766, [20-29],15
2020-01-05,20, 붕어빵,1,2.5, [20-29],16
2020-01-06,20, 크림빵,1,1.666667, [0-19],21
2020-01-07,20, 말년 튀김 건빵,1,1.282051, [20-29],19
2020-01-08,20, 삼립호빵(야채),1,1.020408, [0-19],8
2020-01-15,20, 호밀빵,1,4, [20-29],7
2020-01-16,20, 붕어빵,1,1.086957, [0-19],17
2020-01-16,20, 식빵,1,0.980392, [20-29],19
2020-01-17,20, 슈크림빵,1,1.098901, [20-29],13
2020-01-18,20, 붕어빵,1,1.190476, [0-19],16
2020-01-20,20, 우유식빵,2,1.30719, [0-19],18
2020-01-23,20, 쫀득한 찹쌀떡먹은 참붕어빵,1,1.298701, [0-19],11
2020-01-22,20, 식빵,1,0.952381, [0-19],11
2020-01-31,20, 빵또아,1,2.272727, [0-19],15
2020-01-12,1, 컵케이크,1,33.333333, [20-29],2
2020-01-12,1, 초콜렛케이크,1,50, [0-19],1
2020-01-13,1, 몽쉘 생크림 케이크,2,100, [20-29],3
2020-01-25,1, 치즈케이크,2,11.111111, [20-29],16
2020-01-01,2, 컵케이크,1,5, [20-29],15
2020-01-07,2, 초콜렛케이크,1,14.285714, [20-29],2
2020-01-14,2, 치즈케이크,1,50, [20-29],5
2020-01-23,2, 몽쉘 생크림 케이크,2,6.666667, [20-29],15
2020-01-29,2, 롤케이크,1,50, [0-19],4
2020-01-06,3, 블루베리생크림케이크,1,3.846154, [20-29],7
2020-01-17,3, 롤케이크,1,33.333333, [20-29],3
2020-01-29,3, 초콜렛케이크,1,3.571429, [20-29],14
2020-01-12,3, 롤케이크,1,3.333333, [20-29],16
2020-01-25,3, 치즈케이크,1,16.666667, [20-29],14
2020-01-27,3, 촉촉 초콜릿 생크림 케이크,1,5.263158, [0-19],23
2020-01-30,3, 뚜레쥬르 치즈케이크,1,4.166667, [0-19],20
2020-01-03,4, 딸기 케이크,1,2.564103, [0-19],23
2020-01-07,4, 과일케이크,1,4.545455, [20-29],0
2020-01-30,4, 뚜레쥬르 치즈케이크,1,2.702703, [0-19],20
2020-01-30,4, 몽쉘 생크림 케이크,1,2.380952, [20-29],16
2020-01-06,4, 블루베리생크림케이크,1,4.166667, [20-29],7
2020-01-12,4, 몽쉘 생크림 케이크,1,25, [20-29],3
2020-01-15,4, 치즈케이크,1,2.857143, [20-29],20
2020-01-19,4, 당근케이크,1,2.702703, [20-29],19
2020-01-21,4, 블루베리생크림케이크,1,2.564103, [0-19],8
2020-01-23,4, 몽쉘 생크림 케이크,2,8.333333, [20-29],15
2020-01-25,4, 롤케이크,1,16.666667, [20-29],0
2020-01-30,4, 초콜렛케이크,1,11.111111, [0-19],0
2020-01-04,5, 베리베리 생크림 조각케이크,1,2.083333, [20-29],17
2020-01-10,5, 파운드케이크,1,4.761905, [20-29],21
2020-01-11,5, 초콜렛케이크,1,20, [20-29],22
2020-01-17,5, 롤케이크,4,2.919708, [0-19],14
2020-01-22,5, 롤케이크,3,2.222222, [0-19],18
2020-01-23,5, 치즈케이크,1,2.222222, [0-19],21
2020-01-28,5, 딸기 케이크,1,4.545455, [0-19],8
2020-01-04,5, 베리베리 생크림 조각케이크,1,2, [20-29],17
2020-01-19,5, 몽쉘 생크림 케이크,1,2.564103, [20-29],18
2020-01-24,5, 치즈케이크,1,2.083333, [20-29],18
2020-01-01,6, 초콜렛케이크,2,3.636364, [0-19],16
2020-01-01,6, 미니카페케이크,2,2.597403, [0-19],21
2020-01-02,6, 생크림케이크5호B,1,4, [20-29],16
2020-01-05,6, 롤케이크,1,3.703704, [20-29],11
2020-01-06,6, 순수秀우유케이크,1,6.25, [20-29],23
2020-01-12,6, 아이스박스케이크,2,4.878049, [0-19],0
2020-01-19,6, 당근케이크,1,2.222222, [20-29],19
2020-01-27,6, 몽쉘 생크림 케이크,1,1.639344, [20-29],18
2020-01-27,6, 클라우드 스트로베리 치즈케이크 Best,1,6.666667, [20-29],22
2020-01-31,6, 몽쉘 생크림 케이크,1,5.555556, [20-29],22
2020-01-01,6, 과일케이크,1,5, [20-29],16
2020-01-13,6, 레드벨벳 크림치즈 케이크,1,3.846154, [20-29],16
2020-01-22,6, 롤케이크,3,2.542373, [0-19],18
2020-01-29,6, 치즈케이크,1,2.380952, [0-19],16
2020-01-09,7, 롤케이크,1,4.761905, [20-29],23
2020-01-13,7, 레드벨벳 크림치즈 케이크,1,3.703704, [20-29],16
2020-01-15,7, 치즈케이크,1,2.040816, [20-29],20
2020-01-24,7, 초콜렛케이크,1,5.263158, [0-19],7
2020-01-27,7, 촉촉 초콜릿 생크림 케이크,1,5.555556, [0-19],23
2020-01-08,7, 초콜렛케이크,1,1.923077, [0-19],21
2020-01-12,7, 초콜렛케이크,1,8.333333, [0-19],0
2020-01-24,7, 몽쉘 생크림 케이크,1,5, [0-19],18
2020-01-04,8, 수플레 케이크,1,8.333333, [20-29],0
2020-01-09,8, 초콜렛케이크,1,1.724138, [0-19],14
2020-01-08,8, 롤케이크,1,1.5625, [0-19],22
2020-01-14,8, 몽쉘 생크림 케이크,1,11.111111, [20-29],1
2020-01-29,8, 몽쉘 생크림 케이크,1,1.666667, [0-19],22
2020-01-31,8, 초콜렛케이크,2,2.040816, [0-19],10
2020-01-01,8, 컵케이크,1,2.12766, [0-19],21
2020-01-10,8, 파운드케이크,1,3.448276, [20-29],21
2020-01-14,8, 롤케이크,2,2.197802, [20-29],18
2020-01-30,8, 치즈케이크,1,1.190476, [0-19],14
2020-01-01,9, 과일케이크,1,4.761905, [20-29],16
2020-01-04,9, 몽쉘 생크림 케이크,2,1.923077, [0-19],15
2020-01-20,9, 과일케이크,2,1.724138, [0-19],9
2020-01-23,9, 초콜렛케이크,1,4.545455, [20-29],17
2020-01-25,9, 롤케이크,1,7.692308, [20-29],0
2020-01-27,9, 당근케이크,1,2.222222, [20-29],13
2020-01-09,9, 고구마케이크(조각),1,5.882353, [0-19],0
2020-01-07,9, 파운드케이크,1,1.282051, [20-29],19
2020-01-10,9, 파운드케이크,1,7.692308, [0-19],1
2020-01-03,10, 초콜렛케이크,1,3.333333, [20-29],10
2020-01-24,10, 치즈케이크,1,1.923077, [20-29],18
2020-01-31,10, 초콜렛케이크,1,10, [20-29],2
2020-01-01,10, 치즈케이크,1,7.692308, [20-29],9
2020-01-09,10, 롤케이크,1,5.555556, [0-19],23
2020-01-15,10, 뚜레쥬르 치즈케이크,1,1.754386, [20-29],8
2020-01-25,10, 초콜렛케이크,1,6.25, [0-19],0
2020-01-25,10, 초콜렛케이크,1,5.555556, [20-29],16
2020-01-01,11, 컵케이크,1,1.298701, [0-19],21
2020-01-03,11, 티라미스 조각케이크,1,3.333333, [20-29],10
2020-01-05,11, 컵케이크,1,1.818182, [20-29],17
2020-01-06,11, 치즈케이크,1,6.25, [20-29],23
2020-01-07,11, 초콜렛케이크,1,1.587302, [20-29],11
2020-01-07,11, 딸기 케이크,1,1.492537, [0-19],21
2020-01-16,11, 더블 프로마쥬 케이크,1,2.272727, [20-29],10
2020-01-19,11, 롤케이크,1,1.282051, [0-19],20
2020-01-21,11, 초코헤이즐넛케이크,1,4.761905, [0-19],1
2020-01-26,11, 롤케이크,1,5.263158, [20-29],9
2020-01-02,11, 생크림케이크5호B,1,3.030303, [20-29],16
2020-01-03,11, 초콜렛케이크,1,2.702703, [20-29],10
2020-01-05,11, 몽쉘 생크림 케이크,1,1.408451, [0-19],14
2020-01-12,11, 컵케이크,1,1.234568, [0-19],16
2020-01-23,11, 블루베리생크림케이크,1,2.777778, [20-29],16
2020-01-31,11, 파운드케이크,1,1.754386, [0-19],10
2020-01-13,12, 파운드케이크,1,2.272727, [20-29],10
2020-01-16,12, 당근케이크,1,1.298701, [20-29],17
2020-01-24,12, 롤케이크 컬렉션(블루베리롤),1,1.923077, [20-29],18
2020-01-25,12, 치즈케이크,1,4.761905, [20-29],14
2020-01-26,12, 쿠키앤치즈케이크,1,3.125, [20-29],16
2020-01-27,12, 과일케이크,1,1.020408, [0-19],15
2020-01-27,12, 순매직딸기케이크B,1,6.666667, [20-29],22
2020-01-28,12, 초콜렛케이크,1,4, [0-19],23
2020-01-28,12, 롤케이크,1,4.347826, [20-29],7
2020-01-03,12, 초콜렛케이크,2,2.409639, [0-19],14
2020-01-06,12, 컵케이크,1,1.754386, [0-19],8
2020-01-28,12, 치즈케이크,1,4, [20-29],8
2020-01-30,12, 부드럽고촉촉한고구마케이크,1,7.692308, [0-19],4
2020-01-09,13, 롤케이크,1,4.545455, [0-19],23
2020-01-14,13, 치즈케이크,1,3.703704, [0-19],0
2020-01-21,13, 몽쉘 생크림 케이크,1,3.125, [20-29],7
2020-01-04,13, 초콜렛케이크,1,1.136364, [0-19],14
2020-01-09,13, 파운드케이크,1,3.703704, [0-19],7
2020-01-06,13, 치즈케이크,1,1.754386, [0-19],8
2020-01-14,13, 치즈케이크,2,1.156069, [0-19],11
2020-01-27,13, 치즈케이크,1,3.333333, [20-29],19
2020-01-27,13, 순매직딸기케이크B,1,6.25, [20-29],22
2020-01-16,14, 몽쉘 생크림 케이크,2,1.503759, [0-19],15
2020-01-16,14, 롤케이크,1,3.225806, [20-29],0
2020-01-17,14, 몽쉘 생크림 케이크,1,1.449275, [20-29],17
2020-01-22,14, 컵케이크,1,4.545455, [20-29],0
2020-01-22,14, 롤케이크,1,1.694915, [20-29],14
2020-01-09,14, 초콜렛케이크,1,2.777778, [20-29],22
2020-01-11,14, 파운드케이크,1,5, [20-29],10
2020-01-19,14, 케이크속에순우유 (조각),1,1.818182, [0-19],19
2020-01-27,14, 헤이즐&가나슈 케이크,1,1.515152, [0-19],19
2020-01-30,14, 치즈케이크,1,1.694915, [0-19],16
2020-01-08,15, 초콜렛케이크,1,1.234568, [0-19],21
2020-01-14,15, 초콜렛케이크,1,2.857143, [20-29],11
2020-01-17,15, 초콜렛케이크,1,1.449275, [20-29],17
2020-01-23,15, 블루베리생크림케이크,1,1.351351, [20-29],16
2020-01-24,15, 아이스박스케이크,1,3.030303, [20-29],14
2020-01-25,15, 초콜렛케이크,1,2.857143, [0-19],0
2020-01-30,15, 치즈케이크,1,0.8, [0-19],14
2020-01-31,15, 초콜렛케이크,1,1.754386, [0-19],8
2020-01-04,15, 롤케이크,1,1.333333, [20-29],12
2020-01-16,15, 당근케이크,1,1.388889, [20-29],17
2020-01-20,15, 몽쉘 생크림 케이크,1,1.136364, [0-19],11
2020-01-24,15, 아이스박스케이크,1,4, [20-29],14
2020-01-03,16, 롤케이크,1,0.819672, [0-19],17
2020-01-18,16, 초콜렛케이크,1,2.5, [20-29],20
2020-01-20,16, 과일케이크,1,2.777778, [0-19],23
2020-01-24,16, 딸기 케이크,1,2.631579, [20-29],20
2020-01-06,16, 초콜렛케이크,1,1.052632, [0-19],10
2020-01-06,16, 치즈케이크,1,3.571429, [0-19],22
2020-01-26,16, 치즈케이크,1,3.333333, [20-29],14
2020-01-29,16, 당근케이크,1,2.222222, [20-29],19
2020-01-09,17, 파운드케이크,1,2.702703, [0-19],7
2020-01-08,17, 치즈케이크,1,1.369863, [0-19],8
2020-01-24,17, 몽쉘 생크림 케이크,1,1.639344, [0-19],18
2020-01-26,17, 파운드케이크,1,2.564103, [20-29],15
2020-01-31,17, 블루베리생크림케이크,1,5.555556, [20-29],22
2020-01-09,17, 롤케이크,1,0.980392, [0-19],14
2020-01-07,17, 딸기 케이크,1,1.190476, [0-19],21
2020-01-08,17, 블루베리생크림케이크,1,1.369863, [0-19],20
2020-01-19,17, 러브 브라우니 초코케이크,1,0.952381, [0-19],12
2020-01-20,17, 초콜렛케이크,1,1.449275, [0-19],10
2020-01-20,17, 몽쉘 생크림 케이크,1,3.846154, [20-29],21
2020-01-23,17, 초콜렛케이크,1,2.702703, [20-29],17
2020-01-31,17, 롤케이크,1,1.052632, [0-19],18
2020-01-09,18, 롤케이크,1,3.333333, [20-29],9
2020-01-18,18, 파운드케이크,1,0.934579, [0-19],15
2020-01-19,18, 치즈케이크,1,4.347826, [20-29],11
2020-01-20,18, 롤케이크,1,4.761905, [0-19],0
2020-01-25,18, 베리베리 생크림 조각케이크,1,4.761905, [20-29],14
2020-01-03,18, 롤케이크,1,0.943396, [0-19],17
2020-01-13,18, 몽쉘 생크림 케이크,1,2.857143, [20-29],15
2020-01-14,18, 몽쉘 생크림 케이크,1,2.857143, [20-29],7
2020-01-22,18, 생크림케이크3호A,1,0.952381, [0-19],11
2020-01-31,18, 초콜렛케이크,1,1.754386, [0-19],10
2020-01-06,19, 컵케이크,1,1.111111, [0-19],8
2020-01-14,19, 몽쉘 생크림 케이크,1,2.564103, [20-29],7
2020-01-17,19, 몽쉘 생크림 케이크,1,2.173913, [20-29],17
2020-01-29,19, 초콜렛케이크,1,1.960784, [0-19],10
2020-01-04,20, 초콜렛케이크,1,2.083333, [20-29],17
2020-01-06,20, 치즈케이크,1,1.111111, [0-19],8
2020-01-12,20, 컵케이크,1,0.877193, [0-19],16
2020-01-21,20, 순매직딸기케이크B,1,3.125, [20-29],7
2020-01-22,20, 초콜렛케이크,1,0.970874, [0-19],8
2020-01-27,20, 치즈케이크,1,2.702703, [20-29],19
2020-01-28,20, 치즈케이크,1,2.325581, [20-29],8
2020-01-09,20, 롤케이크,1,1.785714, [20-29],9
