날짜,음식섭취등수값,음식명,음식섭취수,음식섭취비율,사용자연령값,시간
2020-01-26,10, 베이글,1,1.428571, [0-19],14
2020-01-18,10, 베이글,1,2.5, [20-29],17
2020-01-27,11, 치즈베이글,1,4.761905, [20-29],9
2020-01-14,12, 베이글,2,1.626016, [0-19],20
2020-01-12,12, 베이글,1,2.439024, [20-29],11
2020-01-27,13, 치즈베이글,1,5.882353, [20-29],9
2020-01-19,14, 베이글,1,1.190476, [0-19],10
2020-01-09,14, 햄치즈베이글,1,6.666667, [0-19],1
2020-01-04,15, 블루베리베이글,1,0.990099, [0-19],9
2020-01-12,16, 베이글,1,1.923077, [20-29],11
2020-01-17,16, 블루베리 베이글,1,2.941176, [20-29],15
2020-01-24,16, 치즈 베이글,1,2.5, [20-29],13
2020-01-09,17, 베이글,1,1.724138, [0-19],14
2020-01-13,18, 블루베리 베이글,1,3.030303, [20-29],9
2020-01-24,18, 치즈 베이글,1,2.380952, [20-29],13
2020-01-21,18, 베이글,1,2.941176, [20-29],15
2020-01-14,19, 어니언베이글,1,3.703704, [0-19],0
2020-01-23,19, 참깨 베이글,1,2.702703, [20-29],11
2020-01-13,19, 플레인베이글,1,0.840336, [0-19],15
2020-01-22,19, 베이글,1,1.219512, [20-29],13
2020-01-24,19, 호두 크림치즈 베이글,1,3.448276, [0-19],9
2020-01-16,20, 어니언베이글,1,2.564103, [20-29],8
2020-01-29,20, 블루베리 베이글,1,2.083333, [20-29],9
2020-01-12,1, 초코아이스크림,2,6.666667, [20-29],17
2020-01-29,1, 아이스크림,2,28.571429, [0-19],2
2020-01-31,1, 아이스크림,2,11.111111, [20-29],22
2020-01-12,1, 초코아이스크림,2,6.060606, [20-29],17
2020-01-25,1, 아이스크림,1,3.846154, [0-19],20
2020-01-12,2, 아이스크림,3,6, [0-19],22
2020-01-27,2, 초코아이스크림,2,2.150538, [0-19],17
2020-01-28,2, 아이스크림,2,6.25, [20-29],17
2020-01-25,2, 소프트아이스크림  바닐라맛,1,6.25, [0-19],0
2020-01-16,3, 초코아이스크림,1,2.941176, [20-29],20
2020-01-19,3, 바닐라아이스크림,1,12.5, [20-29],22
2020-01-29,3, 초코아이스크림,1,5.555556, [0-19],0
2020-01-01,3, 소프트아이스크림  바닐라맛,1,5.263158, [20-29],15
2020-01-25,3, 초코아이스크림,1,6.25, [0-19],0
2020-01-07,4, 아이스크림콘,1,14.285714, [20-29],2
2020-01-13,4, 아이스크림,2,4.347826, [0-19],23
2020-01-27,4, 아이스크림 와플,1,20, [20-29],0
2020-01-31,4, 소프트아이스크림  바닐라맛,1,3.703704, [20-29],16
2020-01-09,5, 녹차아이스크림,1,1.724138, [20-29],11
2020-01-22,5, 녹차 아이스크림,1,5.263158, [20-29],21
2020-01-01,5, 초코아이스크림,1,2.040816, [0-19],16
2020-01-12,5, 바닐라아이스크림,1,8.333333, [0-19],0
2020-01-31,5, 초코아이스크림,1,2.173913, [0-19],21
2020-01-04,6, 초코아이스크림,1,8.333333, [20-29],0
2020-01-09,6, 쿠앤크 아이스크림,2,2.105263, [20-29],13
2020-01-16,6, 요거트아이스크림,1,2.941176, [20-29],20
2020-01-24,6, 아이스크림,1,1.923077, [20-29],19
2020-01-26,6, 녹차 아이스크림,1,6.666667, [20-29],14
2020-01-30,6, 아이스크림,1,12.5, [0-19],1
2020-01-31,6, 소프트아이스크림  바닐라맛,1,1.785714, [20-29],16
2020-01-07,6, 아이스크림,2,3.174603, [20-29],17
2020-01-24,6, 아이스크림,1,16.666667, [20-29],20
2020-01-26,6, 아이스크림,1,4.347826, [0-19],20
2020-01-07,7, 초코아이스크림,1,2.325581, [0-19],23
2020-01-11,7, 아이스크림,2,1.41844, [0-19],20
2020-01-11,7, 아이스크림,1,5, [20-29],0
2020-01-13,7, 아이스크림,1,3.030303, [0-19],22
2020-01-14,7, 초코아이스크림,1,3.125, [0-19],23
2020-01-18,7, 초코아이스크림,1,10, [0-19],1
2020-01-19,7, 초코아이스크림,1,2.222222, [20-29],19
2020-01-19,7, 아이스크림,1,7.692308, [0-19],0
2020-01-09,7, 쿠앤크 아이스크림,2,2.272727, [20-29],13
2020-01-20,7, 아이스크림,1,6.666667, [0-19],0
2020-01-21,7, 유기농 바닐라 아이스크림,1,2.777778, [20-29],14
2020-01-23,7, 아이스크림,1,4.166667, [0-19],21
2020-01-30,7, 아이스크림,1,3.125, [0-19],21
2020-01-07,8, 초코아이스크림,1,1.492537, [0-19],21
2020-01-19,8, 바닐라아이스크림,1,2.222222, [20-29],19
2020-01-21,8, 유기농 바닐라 아이스크림,1,2.380952, [20-29],14
2020-01-27,8, 아이스크림 와플,1,11.111111, [20-29],0
2020-01-13,8, 아이스크림,1,2.173913, [0-19],22
2020-01-19,8, 소프트아이스크림  바닐라맛,1,1.587302, [0-19],15
2020-01-22,8, 초코아이스크림,1,3.571429, [0-19],22
2020-01-05,9, 아이스크림,1,8.333333, [20-29],23
2020-01-15,9, 아이스크림,3,1.244813, [0-19],18
2020-01-18,9, 아이스크림,1,3.571429, [0-19],23
2020-01-21,9, 아이스크림,1,4.761905, [0-19],1
2020-01-24,9, 아이스크림,1,1.639344, [0-19],18
2020-01-28,9, 아이스크림,1,2.325581, [20-29],8
2020-01-09,9, 아이스크림 바닐라,1,1.333333, [0-19],18
2020-01-10,9, 녹차 아이스크림,1,3.225806, [0-19],7
2020-01-22,9, 녹차 아이스크림,1,5.263158, [20-29],21
2020-01-25,9, 아이스크림,2,4.761905, [0-19],11
2020-01-18,10, 아이스크림,2,1.652893, [0-19],10
2020-01-24,10, 초코아이스크림,1,2.380952, [20-29],13
2020-01-27,10, 소프트아이스크림  바닐라맛,1,2.222222, [20-29],13
2020-01-11,10, 아이스크림,1,5.263158, [20-29],22
2020-01-21,10, 초코아이스크림,1,9.090909, [0-19],3
2020-01-24,10, 초코아이스크림,1,2.5, [20-29],13
2020-01-24,10, 아이스크림,1,2.941176, [20-29],19
2020-01-01,11, 초코아이스크림,1,1.25, [0-19],11
2020-01-03,11, 소프트아이스크림  바닐라맛,1,1.923077, [0-19],16
2020-01-11,11, 아이스크림,1,1.282051, [0-19],14
2020-01-18,11, 초코아이스크림,1,7.142857, [0-19],1
2020-01-18,11, 아이스크림,1,6.666667, [0-19],23
2020-01-24,11, 녹차 아이스크림,1,6.25, [0-19],22
2020-01-27,11, 아이스크림,1,4, [0-19],21
2020-01-04,12, 아이스크림,1,3.703704, [20-29],23
2020-01-21,12, 아이스크림,1,2.439024, [20-29],21
2020-01-23,12, 아이스크림,1,2.222222, [0-19],21
2020-01-08,12, 녹차아이스크림,1,2, [0-19],22
2020-01-08,13, 소프트아이스크림  바닐라맛,1,1.315789, [20-29],13
2020-01-25,13, 아이스크림,1,1.176471, [0-19],12
2020-01-17,13, 바닐라아이스크림,1,5.555556, [20-29],23
2020-01-01,14, 아이스크림,1,1.886792, [0-19],10
2020-01-05,14, 아이스크림,1,3.448276, [20-29],20
2020-01-10,14, 쿠앤크 아이스크림,1,1.666667, [20-29],18
2020-01-12,14, 딸기아이스크림,1,1.234568, [0-19],16
2020-01-31,14, 아이스크림,1,1.724138, [20-29],17
2020-01-31,14, 아이스크림,1,3.846154, [0-19],20
2020-01-05,15, 아이스크림,2,1.6, [0-19],20
2020-01-05,15, 초코아이스크림,1,3.448276, [20-29],20
2020-01-17,15, 아이스크림,2,1.680672, [0-19],16
2020-01-07,15, 초코아이스크림,1,1.190476, [0-19],21
2020-01-21,15, 바닐라아이스크림,1,2, [20-29],20
2020-01-26,15, 초코아이스크림,1,5.882353, [0-19],21
2020-01-02,16, 아이스크림,1,2.083333, [20-29],14
2020-01-07,16, 아이스크림,1,2.439024, [20-29],14
2020-01-12,16, 초코아이스크림,1,1.724138, [20-29],13
2020-01-21,16, 아이스크림,1,4.761905, [0-19],0
2020-01-25,16, 초코아이스크림,1,2.857143, [0-19],0
2020-01-09,16, 쿠앤크 아이스크림,1,1.351351, [0-19],15
2020-01-21,16, 초코아이스크림,1,2, [20-29],20
2020-01-28,16, 아이스크림,1,1.369863, [0-19],10
2020-01-04,17, 아이스크림,1,3.571429, [20-29],21
2020-01-18,17, 아이스크림,1,3.571429, [0-19],8
2020-01-24,17, 아이스크림,1,3.030303, [20-29],14
2020-01-26,17, 아이스크림,1,2.083333, [0-19],20
2020-01-29,17, 소프트아이스크림  바닐라맛,1,4.545455, [20-29],7
2020-01-02,17, 아이스크림,1,2.040816, [20-29],14
2020-01-24,17, 녹차 디저트 아이스크림,1,4.545455, [20-29],23
2020-01-01,18, 초코아이스크림,1,4.761905, [20-29],16
2020-01-03,18, 초코아이스크림,1,1.754386, [20-29],11
2020-01-08,18, 아이스크림,1,3.703704, [0-19],1
2020-01-10,18, 쿠앤크 아이스크림,1,1.219512, [20-29],18
2020-01-10,18, 초코아이스크림,1,1.960784, [0-19],22
2020-01-13,18, 아이스크림,2,1.612903, [0-19],10
2020-01-22,18, 아이스크림,1,2.564103, [20-29],17
2020-01-29,18, 초코아이스크림,1,0.775194, [0-19],17
2020-01-12,18, 녹차아이스크림,1,0.847458, [0-19],18
2020-01-16,19, 초코아이스크림,2,0.803213, [0-19],13
2020-01-16,19, 아이스크림,1,2.564103, [20-29],8
2020-01-30,19, 아이스크림,1,1.149425, [0-19],15
2020-01-01,19, 초코아이스크림,1,5, [20-29],16
2020-01-05,19, 아이스크림,1,0.78125, [0-19],13
2020-01-19,19, 쿠앤크 아이스크림,1,1.538462, [0-19],16
2020-01-26,19, 녹차 아이스크림,1,3.333333, [20-29],14
2020-01-03,20, 아이스크림,2,0.97561, [0-19],13
2020-01-26,20, 초코아이스크림,1,4, [0-19],21
2020-01-13,20, 초코아이스크림,1,1.785714, [0-19],20
2020-01-18,20, 아이스크림,1,1.234568, [0-19],10
2020-01-21,1, 초코파이,3,4.83871, [0-19],21
2020-01-10,1, 초코파이,2,4.255319, [20-29],16
2020-01-17,2, 빅파이,1,3.030303, [20-29],11
2020-01-04,3, 명가찰떡파이,4,2.877698, [0-19],20
2020-01-16,3, 초코파이,1,6.666667, [0-19],1
2020-01-27,3, 초코파이,1,25, [0-19],3
2020-01-11,3, 빅파이,3,5.263158, [20-29],19
2020-01-15,3, 초코파이,2,3.174603, [0-19],21
2020-01-16,3, 초코파이,1,20, [0-19],1
2020-01-18,3, 후렌치파이 사과,2,3.508772, [0-19],20
2020-01-23,3, 초코파이,1,20, [20-29],21
2020-01-06,4, 빅파이,2,4.081633, [20-29],19
2020-01-18,4, 맥스파이시 상하이 버거,1,1.612903, [20-29],18
2020-01-14,4, 초코파이,1,2.439024, [20-29],20
2020-01-28,4, 초코파이,2,4.166667, [0-19],14
2020-01-12,5, 초코파이,2,4.878049, [0-19],23
2020-01-15,5, 초코파이,2,2.150538, [0-19],21
2020-01-28,5, 초코파이,2,1.851852, [0-19],14
2020-01-29,5, 명가찰떡파이,1,2.272727, [20-29],17
2020-01-01,5, 초코파이,1,12.5, [0-19],0
2020-01-02,5, 초코파이,1,4.545455, [20-29],8
2020-01-10,5, 후렌치파이 딸기,5,2.717391, [0-19],12
2020-01-09,6, 초코파이,2,1.923077, [0-19],10
2020-01-18,6, 후렌치파이 사과,2,2.5, [0-19],20
2020-01-19,6, 초코파이,2,2.564103, [0-19],20
2020-01-22,6, 초코파이,2,1.851852, [0-19],20
2020-01-01,6, 초코파이,1,2.040816, [0-19],16
2020-01-19,6, 초코파이,1,2.564103, [20-29],18
2020-01-27,6, 초코파이,1,5.882353, [20-29],9
2020-01-31,6, 명가찰떡파이,1,5.882353, [20-29],21
2020-01-04,7, 빅파이,2,1.37931, [0-19],17
2020-01-07,7, 초코파이,3,2.459016, [0-19],10
2020-01-25,7, 초코파이,1,14.285714, [0-19],2
2020-01-26,7, 맥스파이시 상하이 버거,1,1.886792, [0-19],16
2020-01-26,7, 호두파이,1,1.265823, [0-19],19
2020-01-20,7, 후렌치파이 사과,2,2.197802, [0-19],14
2020-01-31,7, 빅파이,1,2.272727, [20-29],13
2020-01-23,8, 애플파이,1,5.882353, [20-29],21
2020-01-30,8, 맛있닭 닭가슴살 볼 스파이시,1,7.142857, [20-29],0
2020-01-16,8, 카스타드롤파이,1,2.857143, [20-29],14
2020-01-19,8, 초코파이,1,1.298701, [0-19],11
2020-01-30,8, 초코파이,1,2.5, [20-29],7
2020-01-02,9, 초코파이 바나나,1,1.408451, [20-29],13
2020-01-09,9, 초코파이,2,1.282051, [0-19],18
2020-01-10,9, 초코파이,2,2.298851, [0-19],9
2020-01-14,9, 초코파이,1,5.555556, [20-29],15
2020-01-23,9, 후렌치파이 그레이프,2,1.923077, [20-29],12
2020-01-24,9, 프링글스 핫앤스파이시,1,2.380952, [20-29],13
2020-01-26,9, 호두파이,1,4.761905, [20-29],13
2020-01-31,9, 빅파이,1,1.315789, [20-29],13
2020-01-01,9, 후렌치파이 그레이프,1,1.694915, [20-29],12
2020-01-05,9, 초코파이,3,2.222222, [0-19],12
2020-01-10,9, 초코파이,1,7.692308, [20-29],3
2020-01-24,9, 프링글스 핫앤스파이시,1,2.5, [20-29],13
2020-01-20,10, 후렌치파이 사과,2,1.587302, [0-19],14
2020-01-05,10, 초코파이,1,1.785714, [0-19],20
2020-01-07,10, 초코파이,1,1.315789, [0-19],20
2020-01-10,10, 초코파이,1,2.272727, [20-29],14
2020-01-14,10, 초코파이,1,1.369863, [20-29],11
2020-01-21,10, 초코파이,1,3.225806, [20-29],10
2020-01-24,10, 초코파이,1,3.125, [20-29],15
2020-01-26,10, 호두파이,1,3.225806, [20-29],13
2020-01-29,10, 생크림파이 오리지널,1,3.571429, [20-29],16
2020-01-02,11, 초코파이,2,1.342282, [0-19],17
2020-01-08,11, 초코파이,1,4.347826, [20-29],10
2020-01-11,11, 생가득 모짜렐라 브리또 스파이시 핫포크,1,1.149425, [0-19],21
2020-01-15,11, 애플파이,1,1.470588, [20-29],11
2020-01-15,11, 초코파이,1,1.428571, [0-19],22
2020-01-20,11, 후렌치파이 딸기,1,1.587302, [20-29],16
2020-01-21,11, 초코파이,1,2.380952, [20-29],14
2020-01-24,11, 초코파이,2,1.666667, [0-19],15
2020-01-27,11, 초코파이,1,2.777778, [20-29],15
2020-01-27,11, 엄마손파이,1,7.692308, [20-29],23
2020-01-01,11, 후렌치파이 딸기,1,2.040816, [0-19],16
2020-01-01,11, 후렌치파이 그레이프,1,2.173913, [20-29],18
2020-01-20,11, 초코파이,1,1.408451, [0-19],21
2020-01-29,11, 명가찰떡파이,1,1.315789, [20-29],17
2020-01-02,12, 초코파이,1,3.333333, [20-29],17
2020-01-07,12, 초코파이,1,1.492537, [0-19],21
2020-01-10,12, 초코파이,1,2.040816, [20-29],14
2020-01-20,12, 초코파이,1,1, [0-19],21
2020-01-02,12, 초코파이 바나나,1,2.12766, [20-29],13
2020-01-09,12, 초코파이,1,1.724138, [20-29],20
2020-01-12,12, 딸기파이,1,1.234568, [0-19],16
2020-01-14,12, 초코파이,2,1.156069, [0-19],11
2020-01-19,12, 초코파이,2,1.904762, [0-19],12
2020-01-21,12, 파이브 믹스,1,1.041667, [0-19],11
2020-01-04,13, 딸기파이,1,2.380952, [20-29],13
2020-01-05,13, 초코파이,3,1.395349, [0-19],12
2020-01-07,13, 초코파이,3,1.287554, [0-19],12
2020-01-12,13, 명가찰떡파이,1,2.380952, [20-29],10
2020-01-14,13, 초코파이,1,1.369863, [0-19],22
2020-01-22,13, 딸기잼롤파이,1,4.166667, [20-29],8
2020-01-28,13, 빅파이,1,3.125, [20-29],17
2020-01-01,13, 후렌치파이 사과,1,2.173913, [20-29],18
2020-01-11,13, 딸기파이,1,7.142857, [20-29],20
2020-01-15,13, 초코파이,1,2.272727, [20-29],14
2020-01-10,14, 초코파이,1,1.219512, [20-29],18
2020-01-13,14, 초코파이,2,1.550388, [0-19],16
2020-01-17,14, 초코파이,1,4, [20-29],22
2020-01-02,14, 초코파이,1,1.612903, [0-19],19
2020-01-03,14, 초코파이,1,1.886792, [0-19],9
2020-01-24,14, 초코파이,1,5, [0-19],11
2020-01-24,14, 호두파이,1,1.5625, [0-19],14
2020-01-16,15, 스파이시불고기버거,1,2.272727, [20-29],10
2020-01-28,15, 초코파이,1,1.886792, [0-19],21
2020-01-31,15, 명가찰떡파이,1,4.166667, [20-29],21
2020-01-02,15, 초코파이,1,0.787402, [0-19],12
2020-01-07,15, 초코파이,2,1.156069, [0-19],12
2020-01-07,15, 초코파이,1,1.369863, [20-29],11
2020-01-08,15, 빅파이,1,2.5, [20-29],14
2020-01-15,15, 애플파이,1,1.265823, [20-29],11
2020-01-20,15, 초코파이,1,3.846154, [20-29],21
2020-01-14,16, 명가찰떡파이,1,0.813008, [0-19],20
2020-01-16,16, 초코파이,1,1.315789, [0-19],20
2020-01-21,16, 후렌치파이 그레이프,1,1.612903, [0-19],21
2020-01-31,16, 초코파이,1,2.083333, [0-19],21
2020-01-02,16, 호두파이,1,4.545455, [20-29],8
2020-01-04,16, 딸기파이,1,2.12766, [20-29],13
2020-01-09,16, 초코파이,1,1.052632, [0-19],10
2020-01-09,16, 초코파이,1,1.333333, [0-19],18
2020-01-13,16, 엄마손파이,1,2.083333, [0-19],21
2020-01-18,16, 초코파이,1,1.030928, [0-19],18
2020-01-10,17, 엄마손파이,1,3.571429, [20-29],10
2020-01-13,17, 초코파이,3,0.900901, [0-19],12
2020-01-28,17, 초코파이,1,4, [0-19],23
2020-01-08,17, 초코파이,1,1.098901, [0-19],10
2020-01-13,17, 초코파이,1,0.970874, [0-19],10
2020-01-15,17, 초코파이,2,1.020408, [0-19],12
2020-01-21,17, 초코파이,1,1.5625, [0-19],15
2020-01-01,18, 프링글스 핫앤스파이시,1,1.234568, [0-19],14
2020-01-01,18, 초코파이,1,1.030928, [0-19],20
2020-01-03,18, 초코파이,3,1.107011, [0-19],12
2020-01-10,18, 명가찰떡파이,1,2.040816, [20-29],14
2020-01-13,18, 초코파이,1,1.5625, [0-19],23
2020-01-15,18, 후렌치파이 딸기,1,0.847458, [0-19],17
2020-01-18,18, 초코파이,1,1.265823, [0-19],9
2020-01-24,18, 호두파이,1,0.833333, [0-19],14
2020-01-15,19, 초코파이,1,0.847458, [0-19],17
2020-01-17,19, 초코파이,1,1.265823, [20-29],18
2020-01-04,19, 초코파이,1,1.282051, [0-19],15
2020-01-04,19, 초코파이,1,1.428571, [0-19],17
2020-01-06,19, 초코파이,1,0.862069, [0-19],18
2020-01-06,19, 초코파이,1,4.545455, [0-19],23
2020-01-22,19, 초코파이,1,3.571429, [0-19],22
2020-01-24,19, 초코파이,1,1.587302, [0-19],13
2020-01-18,20, 초코파이,1,3.571429, [0-19],23
2020-01-22,20, 초코파이,1,0.909091, [0-19],10
2020-01-10,20, 명가찰떡파이,1,2.272727, [20-29],14
2020-01-12,20, 초코파이,1,1.515152, [0-19],14
2020-01-17,20, 초코파이,1,3.125, [20-29],22
2020-01-22,20, 초코파이,1,1.449275, [0-19],14
2020-01-01,2, 추억의 옛날토스트,1,20, [20-29],6
2020-01-03,2, 토스트(딸기잼),1,3.571429, [20-29],8
2020-01-19,2, 프렌치토스트,1,5.882353, [20-29],16
2020-01-24,2, 토스트,2,10.526316, [0-19],1
2020-01-01,2, 추억의 옛날토스트,1,16.666667, [20-29],6
2020-01-28,2, 계란 토스트,1,5, [20-29],21
2020-01-13,3, 토스트,3,3.409091, [0-19],21
2020-01-28,3, 계란 토스트,1,9.090909, [20-29],21
2020-01-19,4, 프렌치토스트,1,3.448276, [20-29],16
2020-01-03,5, 프렌치토스트,3,1.796407, [0-19],12
2020-01-09,5, 토스트(딸기잼),2,2.597403, [0-19],20
2020-01-23,5, 프렌치토스트,1,4.166667, [20-29],15
2020-01-24,5, 토스트,2,1.851852, [0-19],12
2020-01-03,6, 프렌치토스트,5,1.845018, [0-19],12
2020-01-11,6, 계란 토스트,3,4.545455, [0-19],23
2020-01-19,6, 프렌치토스트,2,2.597403, [0-19],14
2020-01-28,6, 천연효모 그대로토스트,1,1.886792, [20-29],11
2020-01-10,7, 프렌치토스트,1,2.325581, [20-29],13
2020-01-17,7, 프렌치토스트,1,4.347826, [20-29],21
2020-01-06,7, 토스트,1,1.923077, [20-29],17
2020-01-11,7, 계란 토스트,2,2.597403, [0-19],9
2020-01-24,7, 토스트,1,1.724138, [0-19],15
2020-01-31,7, 프렌치토스트,1,3.333333, [20-29],9
2020-01-19,8, 프렌치토스트,1,4, [0-19],8
2020-01-25,8, 프렌치토스트,1,1.754386, [0-19],9
2020-01-10,8, 프렌치토스트,1,1.785714, [20-29],13
2020-01-11,9, 계란 토스트,1,5.555556, [20-29],2
2020-01-17,9, 토스트,4,1.6, [0-19],12
2020-01-23,9, 프렌치토스트,1,3.333333, [20-29],15
2020-01-17,9, 프렌치토스트,1,4.347826, [20-29],21
2020-01-31,9, 프렌치토스트,1,2.12766, [0-19],14
2020-01-31,9, 프렌치토스트,2,2.597403, [0-19],17
2020-01-31,9, 계란 토스트,1,3.846154, [0-19],20
2020-01-07,10, 프렌치토스트,2,3.225806, [0-19],8
2020-01-19,10, 계란 토스트,1,1.282051, [0-19],20
2020-01-11,10, 계란 토스트,1,2.173913, [0-19],20
2020-01-07,12, 프렌치토스트,2,3.076923, [0-19],8
2020-01-08,12, 토스트,1,2.222222, [20-29],18
2020-01-04,13, 프렌치토스트,2,1.724138, [0-19],10
2020-01-23,13, 토스트,1,1.351351, [0-19],17
2020-01-09,14, 프렌치토스트,1,3.333333, [20-29],9
2020-01-07,14, 프렌치토스트,1,1.5625, [20-29],13
2020-01-11,14, 프렌치토스트,1,2, [20-29],16
2020-01-22,14, 토스트,2,1.481481, [0-19],18
2020-01-01,14, 계란 토스트,1,0.952381, [0-19],17
2020-01-20,14, 토스트,1,1.06383, [0-19],15
2020-01-22,14, 토스트,2,1.694915, [0-19],18
2020-01-25,14, 토스트,1,4.545455, [20-29],23
2020-01-30,15, 프렌치토스트,1,1.315789, [0-19],10
2020-01-25,15, 프렌치토스트,1,3.846154, [0-19],20
2020-01-13,16, 토스트,1,3.030303, [0-19],22
2020-01-23,16, 토스트,1,4.166667, [0-19],22
2020-01-23,17, 토스트,1,1.265823, [0-19],17
2020-01-31,17, 프렌치토스트,1,1.298701, [0-19],14
2020-01-10,17, 프렌치토스트,2,1.086957, [0-19],12
2020-01-21,17, 토스트,1,2, [20-29],20
2020-01-28,17, 계란 토스트,1,1.851852, [20-29],18
2020-01-10,18, 프렌치토스트,1,2.040816, [20-29],8
2020-01-13,18, 토스트,1,4.347826, [0-19],0
2020-01-25,18, 프렌치토스트,1,2.272727, [0-19],20
2020-01-23,18, 추억의 옛날토스트,1,1.111111, [0-19],16
2020-01-24,18, 토스트,1,1.587302, [0-19],13
2020-01-13,19, 토스트(딸기잼),1,4.347826, [0-19],0
2020-01-23,19, 토스트,1,0.884956, [0-19],20
2020-01-30,19, 토스트,2,1.020408, [0-19],12
2020-01-31,19, 프렌치토스트,1,1.020408, [0-19],10
2020-01-04,20, 토스트,1,4.545455, [0-19],8
2020-01-16,20, 프렌치토스트,2,1.242236, [0-19],19
2020-01-22,20, 토스트(딸기잼),1,0.961538, [0-19],9
2020-01-27,20, 계란 토스트,1,2.777778, [20-29],15
2020-01-30,20, 토스트,1,1.515152, [0-19],21
2020-01-08,20, 계란 토스트,1,1.098901, [0-19],10
2020-01-12,6, 팥눈꽃빙수,1,8.333333, [0-19],0
2020-01-17,11, 과일빙수,1,3.125, [20-29],9
2020-01-01,15, 딸기빙수,1,3.225806, [0-19],22
2020-01-05,18, 애플망고 눈꽃빙수,1,1.162791, [0-19],21
2020-01-19,19, 팥눈꽃빙수,1,0.694444, [0-19],14
2020-01-14,20, 과일빙수,1,2.5, [20-29],16
2020-01-18,20, 딸기빙수,1,3.571429, [0-19],0
2020-01-01,20, 팥빙수,1,1.333333, [0-19],20
2020-01-12,1, 버터와플,1,20, [20-29],5
2020-01-24,5, 버터와플,1,4.545455, [20-29],16
2020-01-03,5, 와플,2,2.409639, [0-19],14
2020-01-26,7, 와플,1,12.5, [20-29],21
2020-01-26,8, 생크림 와플,1,1.428571, [20-29],12
2020-01-25,8, 와플,1,11.111111, [20-29],20
2020-01-01,9, 와플,1,1.818182, [0-19],16
2020-01-25,9, 와플,1,10, [20-29],20
2020-01-10,12, 초코&와플,1,1.851852, [20-29],17
2020-01-11,12, 와플,1,7.142857, [20-29],20
2020-01-11,12, 와플메이트 허니 소프트,1,1.136364, [0-19],17
2020-01-15,15, 와플,1,4.761905, [0-19],0
2020-01-18,15, 버터와플,1,2.5, [20-29],17
2020-01-02,16, 버터와플,1,1.886792, [0-19],23
2020-01-17,16, 와플,1,0.917431, [0-19],21
2020-01-23,17, 버터와플,1,0.806452, [0-19],11
2020-01-15,18, 와플,1,1, [0-19],17
2020-01-05,19, 버터와플,1,3.571429, [0-19],0
2020-01-14,19, 와플,1,1.449275, [20-29],19
2020-01-06,19, 와플,1,0.806452, [0-19],14
2020-01-07,19, 버터와플,1,2.857143, [20-29],15
2020-01-23,19, 버터와플,1,1.111111, [0-19],16
2020-01-18,20, 와플,1,0.689655, [0-19],17
2020-01-31,20, 와플,1,2.272727, [20-29],13
2020-01-06,1, 에그타르트,1,7.142857, [20-29],21
2020-01-08,1, 에그타르트,1,16.666667, [20-29],4
2020-01-10,1, 에그타르트,1,14.285714, [20-29],1
2020-01-04,2, 에그타르트,1,2.702703, [20-29],16
2020-01-04,3, 에그타르트,1,2.702703, [20-29],16
2020-01-08,5, 에그타르트,1,2.631579, [20-29],15
2020-01-16,5, 건강한 목초란으로 구운 에그타르트,1,1.785714, [20-29],15
2020-01-03,5, 에그타르트,1,2.702703, [20-29],16
2020-01-16,6, 티라미수 타르트,1,1.785714, [20-29],15
2020-01-08,8, 에그타르트,2,4.651163, [20-29],14
2020-01-17,8, 에그타르트,1,1.538462, [0-19],10
2020-01-15,9, 에그타르트,2,1.769912, [0-19],20
2020-01-16,10, 크림치즈타르트,1,1.785714, [20-29],15
2020-01-17,10, 에그타르트,1,3.030303, [20-29],11
2020-01-18,10, 딸기레어치즈타르트,1,3.125, [20-29],1
2020-01-01,11, 딸기 치즈타르트,1,4.761905, [20-29],16
2020-01-21,11, 블루베리치즈타르트,1,1.886792, [20-29],9
2020-01-25,11, 에그타르트,1,2.941176, [20-29],13
2020-01-03,15, 에그타르트,1,2.564103, [20-29],19
2020-01-04,16, 에그타르트,1,1.886792, [20-29],10
2020-01-08,16, 에그타르트,1,2.380952, [20-29],17
2020-01-03,16, 에그타르트,1,1.851852, [20-29],19
2020-01-02,17, 에그타르트,1,4.545455, [20-29],8
2020-01-07,18, 크림치즈타르트,1,3.125, [20-29],15
2020-01-20,18, 에그타르트,1,2.380952, [20-29],14
2020-01-28,20, 에그타르트,1,2.272727, [20-29],9
2020-01-22,1, 브레드 푸딩,1,100, [20-29],3
2020-01-24,4, 허니브레드,1,2.631579, [20-29],20
2020-01-05,4, 천연효모 통밀 가득 로만밀 브레드,1,3.571429, [20-29],11
2020-01-22,6, 허니브레드,1,4.761905, [20-29],7
2020-01-12,8, 크림치즈브레드,1,1.851852, [20-29],13
2020-01-29,10, 허니 카라멜 브레드,2,1.550388, [0-19],17
2020-01-06,10, 부쉬맨 브레드,1,2.857143, [20-29],16
2020-01-16,10, 부쉬맨 브레드,1,2.040816, [20-29],8
2020-01-20,11, 맘모스브레드,2,2.564103, [0-19],20
2020-01-11,12, 허니브레드,1,1.492537, [20-29],13
2020-01-12,12, 크림치즈브레드,1,1.724138, [20-29],13
2020-01-21,12, 브레드 푸딩,1,2.380952, [20-29],14
2020-01-28,12, 부쉬맨 브레드,1,1.428571, [0-19],9
2020-01-28,14, 부드러운 연유브레드,1,1.428571, [0-19],9
2020-01-12,16, 허니브레드,1,4.347826, [20-29],16
